date,ust1,ust2,ust5,ust10,ust5vs2,ust10vs2
20040520,1.7142217752,2.5169800717,3.7619853193,4.6186741995,1.2450052476,2.1016941278
20040521,1.7603155731,2.6030241317,3.8362781674,4.6717805785,1.2332540357,2.0687564468
20040524,1.7490233337,2.5639207768,3.8045194235,4.6457298198,1.2405986467,2.081809043
20040525,1.7620649544,2.5661573283,3.8070103926,4.6336582342,1.2408530643,2.0675009059
20040526,1.7202696418,2.4801533586,3.7212644021,4.5890878551,1.2411110435,2.1089344965
20040527,1.690948756,2.4285573963,3.6650472495,4.5265048076,1.2364898532,2.0979474113
20040528,1.8033758781,2.5344094581,3.7490205795,4.5812559293,1.2146111214,2.0468464712
20040601,1.8490489341,2.5626354789,3.7654423179,4.6224934717,1.202806839,2.0598579928
20040602,1.9022319147,2.6153301483,3.8303400176,4.6614336467,1.2150098693,2.0461034984
20040603,1.8602958603,2.5904704156,3.7999650015,4.6329920048,1.2094945859,2.0425215892
20040604,1.9138061521,2.6667525082,3.8749538508,4.7027515424,1.2082013426,2.0359990342
20040607,1.8831679386,2.627109111,3.84627823,4.688885444,1.219169119,2.061776333
20040608,1.9252481485,2.6686539187,3.8587292147,4.6931594485,1.190075296,2.0245055298
20040609,1.9756687959,2.7299877225,3.8976844146,4.7344878731,1.1676966921,2.0045001506
20040610,2.0304526576,2.7679415828,3.9035743697,4.7243595517,1.1356327869,1.9564179689
20040614,2.1542975668,2.9012678669,4.0038445025,4.7912572897,1.1025766356,1.8899894228
20040615,2.025095828,2.7136173018,3.8103493603,4.6082871086,1.0967320585,1.8946698068
20040616,2.0644588298,2.7677431865,3.8526511496,4.6575435018,1.0849079631,1.8898003153
20040617,2.0419520144,2.7306127966,3.8220378186,4.61471647,1.091425022,1.8841036734
20040618,2.0234729824,2.7530806016,3.8444860821,4.6414680384,1.0914054805,1.8883874368
20040621,2.0134539039,2.7129575571,3.812285616,4.619419487,1.0993280589,1.9064619299
20040622,2.0282669867,2.7275191274,3.8314415887,4.6482590285,1.1039224613,1.9207399011
20040623,2.0052774726,2.7020544145,3.8107202445,4.629967557,1.10866583,1.9279131425
20040624,1.9948228499,2.6645004987,3.7568069223,4.5810552072,1.0923064236,1.9165547085
20040625,1.9758436847,2.6509402915,3.7427286488,4.5771213296,1.0917883573,1.9261810381
20040628,2.0848172537,2.7714107484,3.8534858231,4.6697963266,1.0820750747,1.8983855782
20040629,2.057293743,2.729593894,3.8026784499,4.6206644864,1.0730845559,1.8910705924
20040630,2.0110260297,2.7141559287,3.7809195398,4.5286858291,1.0667636111,1.8145299004
20040701,1.9738445634,2.6755447465,3.7423363872,4.5113460791,1.0667916407,1.8358013326
20040702,1.9086861514,2.5700530137,3.6413420861,4.4118239395,1.0712890724,1.8417709258
20040706,1.9214625186,2.5819522784,3.6496764594,4.4249451614,1.067724181,1.842992883
20040707,1.9156465375,2.5653395886,3.6392617767,4.4248909086,1.0739221881,1.85955132
20040708,1.9057640966,2.556163511,3.6288417666,4.4248368165,1.0726782556,1.8686733055
20040709,1.9039199734,2.5544512069,3.6184164117,4.4114226947,1.0639652048,1.8569714878
20040712,1.9024075185,2.5342516443,3.5996137904,4.3959941995,1.0653621461,1.8617425552
20040713,1.9332688626,2.5588521495,3.6235974672,4.4169257079,1.0647453177,1.8580735584
20040714,1.943789193,2.5986270359,3.6539112915,4.4302526883,1.0552842556,1.8316256524
20040715,1.9584864176,2.612078438,3.6685818667,4.4321144129,1.0565034287,1.8200359749
20040716,1.8618551078,2.5347620111,3.532788847,4.3064580928,0.9980268359,1.7716960817
20040719,1.8849193559,2.5332164957,3.5420171108,4.3043295578,1.0088006151,1.7711130621
20040720,1.9664379136,2.6417537519,3.6571208821,4.395522176,1.0153671302,1.7537684241
20040721,1.9982106622,2.6782615439,3.6813046361,4.4203193895,1.0030430922,1.7420578456
20040722,1.9881644201,2.6613852183,3.6771222562,4.3992268534,1.0157370379,1.7378416351
20040723,1.9696379908,2.6559421567,3.6603138465,4.3819813329,1.0043716898,1.7260391762
20040726,2.0238905166,2.7086904134,3.7141442337,4.437317222,1.0054538203,1.7286268086
20040727,2.0649336581,2.8111879502,3.8339206916,4.5569344119,1.0227327414,1.7457464617
20040728,2.0549019393,2.7750074273,3.7979109342,4.5317085079,1.0229035069,1.7567010806
20040729,2.0319475161,2.7155775003,3.7714689246,4.5181308492,1.0558914243,1.8025533489
20040730,2.0845673564,2.6599127813,3.6783745155,4.4236876899,1.0184617342,1.7637749086
20040802,2.0735663955,2.6239729132,3.6530760318,4.3986069971,1.0291031186,1.7746340839
20040803,2.0625058643,2.6222818734,3.633009979,4.3794085707,1.0107281056,1.7571266973
20040804,2.0882614136,2.6205864042,3.6256162938,4.3736113646,1.0050298896,1.7530249604
20040805,2.0476014249,2.5877564804,3.6055412548,4.3525332365,1.0177847744,1.7647767561
20040806,1.8512359563,2.3799532287,3.374363288,4.1744359523,0.9944100593,1.7944827236
20040809,1.9127440264,2.4167037269,3.4148202004,4.2155609688,0.9981164735,1.7988572419
20040810,2.0133799529,2.5085122384,3.4861784056,4.2476004787,0.9776661672,1.7390882403
20040811,1.9418277275,2.4713991713,3.4629429084,4.2248148336,0.9915437371,1.7534156623
20040812,1.9451994097,2.4655562681,3.4333996369,4.2077254367,0.9678433688,1.7421691686
20040813,1.9334889307,2.4322290083,3.3881164769,4.1718245649,0.9558874686,1.7395955566
20040816,1.9284429555,2.4420254982,3.4129653521,4.2073409156,0.9709398539,1.7653154174
20040817,1.9013144922,2.3690631127,3.3329509573,4.1450764463,0.9638878446,1.7760133336
20040818,1.9276145349,2.3906657912,3.391638547,4.192042769,1.0009727558,1.8013769778
20040819,1.9080090916,2.3569896456,3.3557197422,4.1712010875,0.9987300966,1.8142114419
20040820,1.9575716821,2.4103135432,3.3924057892,4.1842959775,0.982092246,1.7739824343
20040823,1.9759709948,2.4400152443,3.4363502442,4.2331888454,0.9963349999,1.7931736011
20040824,1.9717911364,2.4300450502,3.4288251938,4.2236204587,0.9987801436,1.7935754085
20040825,1.9832062437,2.4439984354,3.4308188306,4.2140560199,0.9868203952,1.7700575845
20040826,1.9790235408,2.394041848,3.3820397971,4.1685923409,0.9879979491,1.7745504929
20040827,2.00623459,2.4199809649,3.403044998,4.1798171162,0.9830640331,1.7598361513
20040830,1.9620592756,2.3817027312,3.3549985043,4.1323608356,0.9732957731,1.7506581044
20040831,1.9430484651,2.352918847,3.2809080424,4.0684236458,0.9279891954,1.7155047988
20040901,1.9507177635,2.3447859136,3.2764893148,4.0739168755,0.9317034012,1.7291309619
20040902,2.0057916662,2.4099653001,3.3640495493,4.164094675,0.9540842492,1.7541293749
20040903,2.1166607037,2.5490364864,3.4648463496,4.241726335,0.9158098632,1.6926898486
20040907,2.0937266231,2.5089762407,3.4058073645,4.188191502,0.8968311238,1.6792152613
20040908,2.0377236392,2.4268891601,3.3217007554,4.1144066677,0.8948115953,1.6875175076
20040909,2.0498605545,2.4393475225,3.3523264215,4.1482500893,0.912978899,1.7089025668
20040910,2.0338071371,2.443593613,3.351101584,4.1368112847,0.907507971,1.6932176717
20040913,2.0176779197,2.4232743192,3.3123050724,4.0931203407,0.8890307532,1.6698460215
20040914,1.9972797442,2.3943618922,3.2855446008,4.0817146249,0.8911827086,1.6873527327
20040915,2.0135974195,2.4359331923,3.3225870885,4.1136139747,0.8866538962,1.6776807824
20040916,1.9520488907,2.35710103,3.2224920562,4.0214364645,0.8653910262,1.6643354345
20040917,2.0135877825,2.4361724117,3.2881485701,4.0681903514,0.8519761584,1.6320179397
20040920,1.9845223284,2.3863777637,3.2173229132,4.0115415757,0.8309451495,1.625163812
20040921,2.0260615949,2.4157235197,3.2319792262,3.992704462,0.8162557065,1.5769809423
20040922,2.0427972131,2.4200089154,3.2019726875,3.9366342042,0.7819637721,1.5166252888
20040923,2.0805781044,2.4747126431,3.2485769198,3.9700140998,0.7738642767,1.4953014567
20040924,2.1312014976,2.525414706,3.272902516,3.9810718078,0.74748781,1.4556571018
20040927,2.1195051992,2.4923344166,3.2242304674,3.9433221705,0.7318960508,1.4509877539
20040928,2.0943028145,2.4671429391,3.2133301503,3.9543583736,0.7461872112,1.4872154345
20040929,2.1627824099,2.5478880529,3.3083180177,4.0460100504,0.7604299648,1.4981219975
20040930,2.157225303,2.6050448874,3.3296031263,4.0774211582,0.7245582389,1.4723762708
20041001,2.1744740489,2.6301756829,3.3896887519,4.1418650328,0.759513069,1.5116893499
20041004,2.1909098697,2.6273320014,3.3763249191,4.1228211792,0.7489929177,1.4954891778
20041005,2.1924510882,2.6301308356,3.3751000298,4.1304104279,0.7449691942,1.5002795923
20041006,2.234103485,2.6855623734,3.429007761,4.1780497348,0.7434453876,1.4924873614
20041007,2.227729239,2.7035209695,3.4473099189,4.1971717915,0.7437889494,1.493650822
20041008,2.1487597507,2.5858550291,3.3293117,4.0904901002,0.7434566709,1.5046350711
20041012,2.1219873727,2.5326087165,3.2886708425,4.056307371,0.756062126,1.5236986545
20041013,2.0743638288,2.4747558236,3.2291851047,4.0147354153,0.7544292811,1.5399795917
20041014,2.0756190567,2.4622223525,3.1955941396,3.9751809276,0.7333717871,1.5129585751
20041015,2.1056287321,2.5369187153,3.2589343816,4.0165476959,0.7220156663,1.4796289806
20041018,2.1097074819,2.5102977497,3.2421005569,4.0032370711,0.7318028072,1.4929393214
20041019,2.1277014887,2.5166429766,3.2472881332,3.9900087219,0.7306451566,1.4733657453
20041020,2.1124672935,2.4962576395,3.1941372446,3.9429803783,0.6978796051,1.4467227388
20041021,2.1514692397,2.5485326582,3.2187394139,3.9560672586,0.6702067557,1.4075346004
20041022,2.1362131224,2.5319562493,3.1947311417,3.9334990854,0.6627748924,1.4015428361
20041025,2.1321941916,2.5127601189,3.1777783962,3.9352138577,0.6650182773,1.4224537388
20041026,2.1421455333,2.5384450489,3.2024224628,3.9614659987,0.6639774139,1.4230209498
20041027,2.1946908009,2.6105853151,3.2923127186,4.0483183486,0.6817274035,1.4377330335
20041028,2.1835558888,2.5475180134,3.251877823,4.0123060311,0.7043598096,1.4647880177
20041029,2.2052379205,2.5269101436,3.244422974,3.9801663304,0.7175128304,1.4532561868
20041101,2.253621795,2.5619346966,3.2922427848,4.0349000665,0.7303080882,1.4729653699
20041102,2.2394221318,2.5451202537,3.2750057628,4.014024258,0.7298855091,1.4689040043
20041103,2.2529984772,2.5438576712,3.2886966531,4.0310470509,0.7448389819,1.4871893797
20041104,2.2945887326,2.5894645262,3.3092986463,4.0310169085,0.7198341201,1.4415523823
20041105,2.3965041535,2.7214784904,3.4336856586,4.1301062037,0.7122071682,1.4086277133
20041108,2.4391638059,2.7578127419,3.4806706978,4.1723196302,0.7228579559,1.4145068883
20041109,2.4413870681,2.764733759,3.4859386833,4.1800206878,0.7212049243,1.4152869288
20041110,2.4558151299,2.7954087963,3.4964417522,4.1954416928,0.7010329559,1.4000328965
20041112,2.4481340284,2.7737225109,3.4460123985,4.1377321158,0.6722898876,1.3640096049
20041115,2.4920958616,2.8306175618,3.4722627703,4.1434820708,0.6416452085,1.312864509
20041116,2.52345996,2.8497049692,3.4932715992,4.1646409216,0.64356663,1.3149359524
20041117,2.4637875159,2.7649172318,3.4182516503,4.087868887,0.6533344185,1.3229516552
20041118,2.5077150877,2.8119554736,3.4200101436,4.063011332,0.60805467,1.2510558584
20041119,2.5477389728,2.8952922564,3.5179580933,4.1569431929,0.6226658369,1.2616509365
20041122,2.5808614565,2.905006291,3.5093840456,4.1357709296,0.6043777546,1.2307646386
20041123,2.5878112188,2.9203823253,3.5252549326,4.1473156336,0.6048726073,1.2269333083
20041124,2.6202049388,2.9641429292,3.5587542859,4.1588779099,0.5946113567,1.1947349807
20041126,2.6131660854,2.9627450392,3.5959796233,4.1975308862,0.6332345841,1.234785847
20041129,2.6174937845,2.9851099473,3.6582927345,4.2792267784,0.6731827872,1.2941168311
20041130,2.6226448082,2.9682222262,3.6494172416,4.3265613712,0.6811950154,1.358339145
20041201,2.6405162458,2.9715269183,3.6635430265,4.3311231263,0.6920161082,1.359596208
20041202,2.6704194045,3.0114053175,3.707475574,4.3792887895,0.6960702565,1.367883472
20041203,2.5848675223,2.8806479036,3.5695290608,4.2340000149,0.6888811572,1.3533521113
20041206,2.5705896051,2.8739539079,3.5349556995,4.1960459005,0.6610017916,1.3220919926
20041207,2.5886057083,2.9016467679,3.5437583035,4.1991395753,0.6421115356,1.2974928074
20041208,2.570367796,2.8558432321,3.4533028356,4.1012352483,0.5974596035,1.2453920162
20041209,2.5844327687,2.8917652503,3.4881421141,4.1429346069,0.5963768638,1.2511693566
20041210,2.6067027549,2.9032038619,3.4742698924,4.1321741837,0.5710660305,1.2289703218
20041213,2.6333047927,2.9253681257,3.4779194175,4.130302295,0.5525512918,1.2049341693
20041214,2.6477530452,2.9327999207,3.4605335145,4.100207503,0.5277335938,1.1674075823
20041215,2.6416784107,2.9113402297,3.4170155357,4.0550446698,0.505675306,1.1437044401
20041216,2.6644998554,2.9601449849,3.5113030163,4.1616897139,0.5511580314,1.201544729
20041217,2.6833095463,2.9635170332,3.5306402743,4.180060198,0.5671232411,1.2165431648
20041220,2.6985789553,2.9778564106,3.5203693517,4.1629253714,0.5425129411,1.1850689608
20041221,2.7009326045,2.9812746657,3.5186946835,4.1451794572,0.5374200178,1.1639047915
20041222,2.6990947412,2.9513083764,3.5187740767,4.1746742323,0.5674657003,1.2233658559
20041223,2.6972469681,2.9588772996,3.531152426,4.1972852308,0.5722751264,1.2384079312
20041227,2.7452284067,3.0062057572,3.6038287135,4.2700231845,0.5976229563,1.2638174273
20041228,2.7520516933,3.0181290117,3.6074905932,4.266151327,0.5893615815,1.2480223153
20041229,2.7632096134,3.0554185455,3.6430325815,4.3002822291,0.587614036,1.2448636836
20041230,2.7270691912,3.0040518683,3.5847464379,4.2275345104,0.5806945696,1.2234826421
20041231,2.7493314035,3.0159975924,3.606320662,4.1872872602,0.5903230696,1.1712896678
20050103,2.7763051211,3.052216907,3.6210996886,4.1896477492,0.5688827816,1.1374308422
20050104,2.8347869105,3.1533589175,3.7124629162,4.2671586376,0.5591039987,1.1137997201
20050105,2.8413897344,3.149531894,3.7050972898,4.2520207452,0.5555653958,1.1024888512
20050106,2.811784668,3.1119525704,3.6853542298,4.2368944954,0.5734016594,1.124941925
20050107,2.830474436,3.1460728016,3.7058302553,4.2400436475,0.5597574537,1.0939708459
20050110,2.8546002218,3.1663114516,3.7208979614,4.2466916991,0.5545865098,1.0803802475
20050111,2.853204384,3.1624719201,3.7010973538,4.2090675866,0.5386254337,1.0465956665
20050112,2.8558965069,3.1586223058,3.6937043621,4.2023786813,0.5350820563,1.0437563755
20050113,2.8339676544,3.1164243362,3.6274188477,4.1341238604,0.5109945115,1.0176995242
20050114,2.8778016934,3.1850395949,3.6882186115,4.1833928852,0.5031790166,0.9983532903
20050118,2.8890439836,3.1868141048,3.6896656687,4.1622514256,0.5028515639,0.9754373208
20050119,2.8626575575,3.1765126247,3.6822450052,4.1457653197,0.5057323805,0.969252695
20050120,2.8486910412,3.1403629469,3.6561464887,4.1404805473,0.5157835418,1.0001176004
20050121,2.8262499551,3.1041349824,3.6207299418,4.1170252345,0.5165949594,1.0128902521
20050124,2.851333795,3.1483972941,3.6170443651,4.0941994,0.468647071,0.9458021059
20050125,2.8668747103,3.1748064004,3.6875360138,4.1715048612,0.5127296134,0.9966984608
20050126,2.8825082558,3.2186847775,3.7050982777,4.1648032097,0.4864135002,0.9461184322
20050127,2.8982352579,3.2278919282,3.7258269101,4.1848084796,0.4979349819,0.9569165514
20050128,2.8797622381,3.1848357976,3.6620547241,4.113566207,0.4772189265,0.9287304094
20050131,2.9355939478,3.2467370596,3.6678094581,4.1032859165,0.4210723985,0.8565488569
20050201,2.946378133,3.254556703,3.6759990699,4.1133885159,0.4214423669,0.8588318129
20050202,2.9612110619,3.2737856819,3.6904750441,4.1136947402,0.4166893622,0.839909058299999
20050203,2.9841278692,3.3006804062,3.7269781841,4.1364462835,0.4262977779,0.8357658773
20050204,2.9470059187,3.2515142519,3.6441539549,4.0513948331,0.392639703,0.7998805812
20050207,2.9759538732,3.2599119475,3.6279338461,4.0160299466,0.3680218986,0.7561179991
20050208,2.9830082999,3.2563509871,3.6298407752,3.9898957165,0.3734897881,0.7335447294
20050209,2.9331845462,3.1953523295,3.5565124397,3.97767139,0.3611601102,0.7823190605
20050210,2.9686938612,3.2607102803,3.6273779254,4.0461430434,0.3666676451,0.7854327631
20050211,2.9880545523,3.295567736,3.6544518539,4.053415185,0.3588841179,0.757847449
20050214,3.0055622997,3.3119685667,3.6570924662,4.037514421,0.3451238995,0.7255458543
20050215,3.0087083739,3.308444521,3.6748067738,4.0643754642,0.3663622528,0.7559309432
20050216,3.057501462,3.3627401257,3.7430745351,4.120732816,0.3803344094,0.7579926903
20050217,3.0358525156,3.3240742214,3.7417679289,4.1434913814,0.4176937075,0.81941716
20050218,3.0808373233,3.3941080178,3.8262796988,4.2272622505,0.432171681,0.8331542327
20050222,3.0903340565,3.3830897148,3.8371572894,4.2538723159,0.4540675746,0.8707826011
20050223,3.1107368599,3.3871683189,3.8263094269,4.2270504072,0.439141108,0.8398820883
20050224,3.1312611436,3.4422487013,3.869812385,4.2543737018,0.4275636837,0.8121250005
20050225,3.1391291416,3.4660776365,3.8717641388,4.2389344233,0.4056865023,0.7728567868
20050228,3.2473824989,3.5301184377,3.9838110065,4.3442948594,0.4536925688,0.8141764217
20050301,3.227842338,3.5067470401,3.9697065276,4.3388151353,0.4629594875,0.8320680952
20050302,3.208202174,3.5031244738,3.9620472363,4.3506163063,0.4589227625,0.8474918325
20050303,3.2125597872,3.5074258151,3.9705197243,4.3552232482,0.4630939092,0.8477974331
20050304,3.1847237082,3.495851775,3.9273627777,4.2879027034,0.4315110027,0.7920509284
20050307,3.2302367494,3.5167787931,3.9462857176,4.2786494685,0.4295069245,0.7618706754
20050308,3.2428639725,3.5491064846,4.0130702825,4.3609756433,0.4639637979,0.8118691587
20050309,3.2719016518,3.5895553674,4.1159756053,4.4891408928,0.5264202379,0.8995855254
20050310,3.3093026987,3.6020530406,4.0952682799,4.4427879622,0.4932152393,0.8407349216
20050311,3.3140447131,3.662838784,4.1790711952,4.5132067217,0.5162324112,0.8503679377
20050314,3.3284348227,3.6605043967,4.1495179659,4.4790676588,0.4890135692,0.8185632621
20050315,3.3374427127,3.673207496,4.1778959885,4.5130727566,0.504688492500001,0.8398652606
20050316,3.3048333976,3.6454404991,4.1341557645,4.4782518728,0.4887152654,0.832811373699999
20050317,3.2971144025,3.6095059243,4.0937304905,4.4405987225,0.4842245662,0.8310927982
20050318,3.3144894621,3.6384185352,4.1253281055,4.477436123,0.4869095703,0.8390175878
20050321,3.3165095192,3.6441257813,4.1317551039,4.4945308843,0.4876293226,0.850405102999999
20050322,3.4019750832,3.7550469353,4.2525236732,4.6024481531,0.4974767379,0.8474012178
20050323,3.4071574173,3.7516614101,4.2349204124,4.5569888155,0.4832590023,0.8053274054
20050324,3.4081051551,3.7934184286,4.2503607864,4.564719132,0.4569423578,0.771300703400001
20050328,3.4421670866,3.7923850768,4.2991080374,4.60908282,0.5067229606,0.8166977432
20050329,3.4086134358,3.7559535062,4.2383110046,4.5502280188,0.4823574984,0.7942745126
20050330,3.4269474718,3.7442637006,4.2107123871,4.5195957918,0.4664486865,0.775332091200001
20050331,3.4662964787,3.7238767049,4.1302398035,4.4293090104,0.4063630986,0.7054323055
20050401,3.4287885497,3.6675958089,4.0862077451,4.3998000969,0.418611936200001,0.732204288
20050404,3.4489232536,3.6837559207,4.0794161144,4.4059570886,0.3956601937,0.7222011679
20050405,3.4296277935,3.6757777742,4.0914602307,4.4159092154,0.4156824565,0.7401314412
20050406,3.4102400242,3.6339083734,4.0374770269,4.3726218926,0.4035686535,0.7387135192
20050407,3.458140008,3.6767250179,4.0924433188,4.429917616,0.4157183009,0.7531925981
20050408,3.4537369435,3.6856975193,4.1012109798,4.4201160251,0.4155134605,0.7344185058
20050411,3.4403994118,3.6701115838,4.0646063921,4.3808799988,0.3944948083,0.710768415
20050412,3.4131626388,3.6364276607,3.9906906699,4.3043374245,0.3542630092,0.6679097638
20050413,3.4047939004,3.6112148842,3.9762727321,4.3141933582,0.3650578479,0.702978474
20050414,3.3278342703,3.5175702957,3.8959502768,4.2712140879,0.3783799811,0.7536437922
20050415,3.2390994751,3.4494477647,3.8223980994,4.1914865195,0.3729503347,0.7420387548
20050418,3.3161564998,3.5100313063,3.8711395033,4.2265725652,0.361108197,0.7165412589
20050419,3.2611582431,3.4501147731,3.7974992394,4.1606279194,0.3473844663,0.7105131463
20050420,3.2599856198,3.4438319595,3.7797688162,4.1413207271,0.3359368567,0.6974887676
20050421,3.3789806346,3.5755210893,3.9069319144,4.2481514158,0.3314108251,0.6726303265
20050422,3.335341723,3.5564170186,3.8726432135,4.2014559491,0.3162261949,0.6450389305
20050425,3.3598072829,3.5812705563,3.8886615785,4.2035199525,0.3073910222,0.6222493962
20050426,3.3628123769,3.6077321742,3.9039516119,4.2191366907,0.2962194377,0.6114045165
20050427,3.3343152313,3.5776407658,3.8596482395,4.1802730144,0.2820074737,0.6026322486
20050428,3.2898809122,3.4952008969,3.7593093496,4.1009610512,0.2641084527,0.6057601543
20050429,3.3719302179,3.6145766768,3.8537536345,4.1551170634,0.2391769577,0.5405403866
20050502,3.35723636,3.5883812862,3.8362521798,4.1435766098,0.2478708936,0.5551953236
20050503,3.364299324,3.5922955665,3.8275171454,4.1184396712,0.2352215789,0.5261441047
20050504,3.3513268199,3.5657285824,3.8205129744,4.139756759,0.254784392,0.5740281766
20050505,3.2819536977,3.5009823294,3.7614781585,4.1068845898,0.2604958291,0.6059022604
20050506,3.4099549732,3.6806399337,3.9074555624,4.2156815404,0.2268156287,0.5350416067
20050509,3.4482407137,3.7005811903,3.9441343094,4.2353696004,0.2435531191,0.5347884101
20050510,3.3740393404,3.6200189631,3.8602299506,4.1593458471,0.2402109875,0.539326884
20050511,3.3976850976,3.624026267,3.8532083518,4.1496617222,0.2291820848,0.5256354552
20050512,3.3763130655,3.5971982587,3.825249425,4.1264014294,0.2280511663,0.529203170700001
20050513,3.3342574774,3.5510247922,3.7833660259,4.0973761013,0.2323412337,0.5463513091
20050516,3.3477526516,3.5512036621,3.790104157,4.1051794543,0.2389004949,0.5539757922
20050517,3.3467563717,3.5473792652,3.7760721374,4.0916482901,0.2286928722,0.5442690249
20050518,3.3457553986,3.5357815282,3.7620350532,4.0684672461,0.226253525,0.5326857179
20050519,3.3824089465,3.5863689893,3.8108522548,4.0916858631,0.2244832655,0.5053168738
20050520,3.4024909401,3.6293444099,3.835296058,4.1033285298,0.2059516481,0.4739841199
20050523,3.3829983169,3.5711377842,3.7755803907,4.0395726897,0.2044426065,0.4684349055
20050524,3.3651107657,3.5516461211,3.7475122672,4.0106860646,0.1958661461,0.4590399435
20050525,3.3598922851,3.5634649202,3.7824237478,4.0685655297,0.2189588276,0.5051006095
20050526,3.3802570648,3.5713923787,3.7823462855,4.0608436846,0.2109539068,0.4894513059
20050527,3.375053279,3.5596843078,3.7735027801,4.0569896396,0.2138184723,0.4973053318
20050531,3.3687677358,3.5244111786,3.7080532308,3.990365119,0.1836420522,0.4659539404
20050601,3.2916403543,3.433542508,3.5978537872,3.8963452131,0.1643112792,0.4628027051
20050602,3.3416126818,3.4690400107,3.6251416642,3.9063089124,0.1561016535,0.4372689017
20050603,3.3758882334,3.5284540545,3.7007506774,3.9871284596,0.1722966229,0.4586744051
20050606,3.3791026682,3.5245693118,3.6865212371,3.9574307461,0.1619519253,0.4328614343
20050607,3.3694118455,3.512634276,3.6518493412,3.910529863,0.1392150652,0.397895587
20050608,3.4123506383,3.5485949131,3.6862347406,3.9371857876,0.1376398275,0.3885908745
20050609,3.4230188278,3.5686675325,3.7068568768,3.9499995199,0.1381893443,0.3813319874
20050610,3.4867551728,3.6449712607,3.8039473109,4.050942872,0.1589760502,0.4059716113
20050613,3.4827493146,3.6455708015,3.833347131,4.0885464593,0.1877763295,0.4429756578
20050614,3.469031245,3.6377002944,3.8420122227,4.1058297905,0.2043119283,0.4681294961
20050615,3.4965876584,3.6621475452,3.8524384819,4.1005334926,0.1902909367,0.438385947400001
20050616,3.4703927032,3.6299909605,3.8244089165,4.0684441901,0.194417956,0.4384532296
20050617,3.4773173681,3.6544936875,3.8383268487,4.0716048486,0.1838331612,0.4171111611
20050620,3.4857530954,3.6592228644,3.862676893,4.1065411681,0.2034540286,0.4473183037
20050621,3.4843935215,3.6349901177,3.8065463766,4.0363550656,0.1715562589,0.401364947899999
20050622,3.4071444015,3.5536148993,3.7051426452,3.941420217,0.1515277459,0.3878053177
20050623,3.42668909,3.5618564985,3.7119876065,3.9528954394,0.150131108,0.3910389409
20050624,3.395483856,3.5251716846,3.6734996198,3.9197162377,0.1483279352,0.3945445531
20050627,3.4033962328,3.529394019,3.6556173618,3.9011066018,0.1262233428,0.3717125828
20050628,3.4746848026,3.5869917458,3.7323474034,3.9656413623,0.1453556576,0.3786496165
20050629,3.4861776903,3.5953606066,3.7392382165,3.9757660316,0.1438776099,0.380405425
20050630,3.489045428,3.6026517071,3.6813996044,3.9089586869,0.0787478973,0.3063069798
20050701,3.5785427887,3.7055550009,3.8096818183,4.0270211454,0.1041268174,0.3214661445
20050705,3.6441071436,3.7426885153,3.8664621323,4.0977068058,0.123773617,0.355018290499999
20050706,3.6304810689,3.7388241736,3.8370317753,4.0626180481,0.0982076017,0.3237938745
20050707,3.5925295467,3.6883908351,3.8171287802,4.0530560517,0.1287379451,0.3646652166
20050708,3.6354468707,3.7395467689,3.8575616579,4.0803213565,0.118014889,0.3407745876
20050711,3.6593604045,3.7661994782,3.8645651186,4.0856396578,0.0983656404,0.3194401796
20050712,3.6783579292,3.7922085795,3.9115896906,4.1344075201,0.1193811111,0.3421989406
20050713,3.6851265544,3.7926503067,3.9235548429,4.1476313144,0.1309045362,0.3549810077
20050714,3.6754387349,3.8059368434,3.9419448966,4.1680354362,0.1360080532,0.3620985928
20050715,3.6863741071,3.8149759995,3.9443382271,4.1569633328,0.1293622276,0.3419873333
20050718,3.7028765833,3.8465669577,3.9901075207,4.21265559,0.143540563,0.3660886323
20050719,3.6805606844,3.8104289763,3.9571551317,4.1771188346,0.1467261554,0.3666898583
20050720,3.6916704703,3.8217012132,3.943492673,4.1531264139,0.1217914598,0.3314252007
20050721,3.7449152507,3.8849436943,4.0522758982,4.261480803,0.1673322039,0.3765371087
20050722,3.7267421465,3.8573502987,4.0062964039,4.2070412611,0.1489461052,0.3496909624
20050725,3.7567194076,3.8938279035,4.0362838722,4.2370941005,0.1424559687,0.343266197
20050726,3.7511786948,3.8813479945,4.0225691242,4.217281467,0.1412211297,0.3359334725
20050727,3.7927028309,3.9299894596,4.0574334911,4.243692104,0.127444031500001,0.3137026444
20050728,3.774351835,3.9043928053,4.0048315565,4.1806038,0.1004387512,0.2762109947
20050729,3.8482055267,3.9654318805,4.0949027676,4.2647942098,0.1294708871,0.2993623293
20050801,3.873244715,3.9768368616,4.1252710786,4.2951108249,0.148434217,0.3182739633
20050802,3.8763372088,3.9858006119,4.1343368837,4.3188513214,0.148536271799999,0.3330507095
20050803,3.8513822392,3.9600535768,4.1009764744,4.2755973629,0.1409228976,0.3155437861
20050804,3.8664939374,3.9844762633,4.1165588687,4.2949358418,0.1320826054,0.3104595785
20050805,3.8978178021,4.0554680706,4.1976629677,4.3713692369,0.1421948971,0.3159011663
20050808,3.9399944722,4.1024245869,4.2449133497,4.4050659962,0.1424887628,0.3026414093
20050809,3.9066435288,4.060978436,4.2014667426,4.3717126304,0.1404883066,0.3107341944
20050810,3.9221687744,4.0584644797,4.200776552,4.3751039088,0.1423120723,0.3166394291
