,date,low,high,close,volume,open,close-open,close-open_%of_close,high-low,high-low_%of_close,macd,rsi,50d_avg,100d_avg,200d_avg,so
221,20010405,-0.7087190914549083,-0.6904133914142777,114.99,-0.7476860272121288,-0.7268376441290932,1.6698858913909675,1.8557931563330674,0.30350767877568474,0.4331110551886336,-2.326301157822472,-0.46271872262481567,-0.475279044445794,-0.3716597109625815,-0.17399907229618478,-0.022260229530901034
222,20010406,-0.7210034425064626,-0.7165956566739119,113.37,-1.0032144324547605,-0.7033263038915433,-0.4943722195759331,-0.5504026932638101,0.05344543020213411,0.17041590529818246,-2.2344431787296277,-0.028648011118993157,-0.4847803708041542,-0.37669999260813547,-0.1778600366487744,-0.5740978566842927
223,20010409,-0.7060123700367693,-0.7024655452639508,113.67,-0.9043162549503132,-0.7074876030486318,-0.10087074485467634,-0.10780541493828423,0.038516340735054166,0.15186226437344447,-2.1220890596788933,-0.03508219210514562,-0.4941348452042241,-0.381369567445764,-0.18141629614288204,-0.471905703507739
224,20010410,-0.661247361967546,-0.6407502057233844,116.83,-0.7556820500741905,-0.6727407550869429,1.0717636498146648,1.1742977206613674,0.34456267481014796,0.4610461356968704,-1.8374186528473841,0.011324269390467276,-0.5024623973694884,-0.38608206527775196,-0.1844963633391043,0.6045183099519683
225,20010411,-0.6373032878840081,-0.6259967070453366,116.9,-1.014079841511342,-0.6138583720141406,-1.1003644906466652,-1.1941387747658743,0.18034269067229508,0.28370349431496483,-1.5911943377991769,0.01078437726485904,-0.511297985254037,-0.3909275066268997,-0.18776100227817458,0.6283631456931671
226,20010412,-0.638968962602863,-0.6243343409971059,118.57,-0.7914537312992033,-0.6567197533321522,1.8351565107739016,1.9775854543363647,0.24005904854060425,0.33461151151827384,-1.2897641823001227,0.003616977511451531,-0.5190582266324698,-0.39501646168710314,-0.19074773410481455,1.0984470503053168
227,20010416,-0.6223122154143148,-0.6237109537290194,117.85,-0.8306304174750462,-0.6113615925198874,-0.4471520426093917,-0.4781600001289284,-0.04732592370063828,0.03357534046203567,-1.0801659516913629,0.007575820998580229,-0.5274958532035786,-0.39907877422058785,-0.19389028198448605,0.8618176470761103
228,20010417,-0.6196054939961756,-0.6021001951020197,119.12,-0.5203923821235714,-0.6377858421673993,1.5518354489745976,1.665406704249797,0.2923108616753761,0.38547422776604734,-0.8352884808354583,0.0030948614438735876,-0.5342146298247412,-0.40241353155797904,-0.19669300180062982,1.0984470503053168
229,20010418,-0.5463158063665636,-0.4711888688038491,124.24,-0.9629665087662969,-0.5545598590256293,2.433278752350205,2.5011146533894673,1.3298825796372706,1.3953784094687811,-0.35349021733364294,-0.0012439214532766712,-0.5389435956450769,-0.4048545532263608,-0.19907123515457442,1.0984470503053163
230,20010419,-0.48322837638993743,-0.4763837627045701,125.51,-0.28288372218252383,-0.49110004688002984,1.0324135023425414,1.0536108784757972,0.10569724333690597,0.14828129122395442,0.09636818273908097,-0.0016084012702764583,-0.543147591222152,-0.40630562902500617,-0.20149270783265869,1.0984470503053168
231,20010420,-0.47968881761237087,-0.48511118445778156,124.85,-0.648749591225088,-0.47549517504094796,-0.07726065637141122,-0.07343747620412686,-0.11450682630249008,-0.06962442252003503,0.4097649704605458,-0.0009063799356953253,-0.5472288157340316,-0.40839666369775696,-0.20375892419006328,0.9807039172975451
232,20010423,-0.51612545208732,-0.516072752106079,122.38,-1.034930714524852,-0.5004629699834791,-1.0767544021634001,-1.1157747076165219,-0.017467744766483693,0.04081911734153855,0.5129750094154176,0.005172753969221609,-0.5518307726245462,-0.4112583143485727,-0.20638210985452096,0.5400591619502871
233,20010424,-0.5354889206940074,-0.5179429139103386,121.51,-1.0057394923059377,-0.5264710897152821,-0.7776932813752375,-0.8101879530395842,0.29604313404214744,0.3699577607875834,0.5384660361127209,0.011888133034168757,-0.556229510993716,-0.41392714199975283,-0.20934407352461523,0.3714424706600288
234,20010425,-0.5369463860730053,-0.5214754417628289,123.18,-0.9982790882001864,-0.5472775855007246,1.3236045936362748,1.3746416568344377,0.2587204103744502,0.31869663727978553,0.6426873726829709,0.003796373164392062,-0.5604673756187435,-0.4161826068121502,-0.21209109997180273,0.5786896781565227
235,20010426,-0.4853104697885061,-0.4882281207982143,123.73,-1.0332855997733272,-0.5025436195620231,0.06439987452824657,0.0717290999903511,-0.06971955790125554,-0.01929235448819907,0.7457109140631978,0.0025749333731487673,-0.5641591018455411,-0.4180303602308256,-0.2148395257498688,0.7013791866036623
236,20010427,-0.4682373039202441,-0.4757603754364836,125.73,-0.7304697100450104,-0.4775758246194924,0.6940022340822662,0.7087995657518097,-0.15182954997018197,-0.11067570570175436,0.9264928469424568,5.5384789284682836e-05,-0.5667627849068718,-0.4193667924296522,-0.21745501509449683,1.0984470503053168
237,20010430,-0.45803504626725844,-0.44251305447186895,125.2,-0.8979270883571826,-0.44844673051987277,-0.82491345834179,-0.8341666524872259,0.2624526827412215,0.30762673841636873,1.0267754670435305,0.0012624457680696336,-0.5700650170822182,-0.4210898114587931,-0.22018580930349568,0.937178646781192
238,20010501,-0.4628238610839658,-0.44562999081230137,127.18,-1.032941273429985,-0.4727903305888405,1.6541458324021316,1.6628078270332132,0.2923108616753761,0.3230306069669808,1.201105272318029,-0.0005818275752083341,-0.5714494144172668,-0.4233520041819777,-0.22285062562131575,1.0984470503053163
239,20010502,-0.43221708812500853,-0.43752595632717683,126.95,-0.7901146844084275,-0.42098215608308887,-0.4865021900815039,-0.4828890478658391,-0.11077455393572407,-0.07469696696447484,1.3097283325872198,-0.00016215732566615665,-0.5720463563874256,-0.425219672216584,-0.22553069464570955,1.0316880820726149
240,20010503,-0.4694865599593852,-0.4722278475839932,125.42,-0.6923260028991945,-0.45572900404477756,-0.3763217771595627,-0.37691999432586615,-0.06598728553448423,-0.023371727957909396,1.2940254931552042,0.005636418545733166,-0.5721733653172469,-0.4270668874023963,-0.22826134892162092,0.5875958151333427
241,20010504,-0.48655972582764695,-0.4441754205200996,127.25,-0.5660730103403258,-0.4979661904892258,2.6615096076885387,2.6706645677620715,0.7439158180544715,0.7689434229998899,1.3661754093883587,0.0010906318278060465,-0.5714113117383205,-0.4286176719153779,-0.23062971643314112,1.0984470503053168
242,20010507,-0.43117604142572435,-0.44272085022789787,126.2,-1.0191299612136966,-0.43866767750071484,-0.40780189513725706,-0.406334081701284,-0.2227427249388051,-0.18317976718810014,1.3476934929123061,0.00568277192831621,-0.5707974352441857,-0.4313061450660575,-0.23334127040229607,0.6030643565531169
243,20010508,-0.44054546171928277,-0.4483313356406765,126.35,-1.0090297218089872,-0.4328418586807909,-0.5101122785647915,-0.5090262591319316,-0.1555618223369533,-0.11679171027617617,1.3245143996345328,0.004996756093949737,-0.5710514531038278,-0.4337470310997576,-0.2357334265387477,0.6738333128034271
244,20010509,-0.4544954874896919,-0.4580977361740321,125.85,-0.6385728348551913,-0.46779677160033445,0.4185512017773798,0.4292268890939348,-0.08091637500156418,-0.04026323447158464,1.2621151379491449,0.010328507106574188,-0.571330872749434,-0.4358851611480209,-0.23805561613128357,0.4379367919690458
245,20010510,-0.4397126243598552,-0.4402273011555517,126.25,-1.036920155619719,-0.42368700053519626,-0.9350938712637423,-0.9383796420880338,-0.02493228950002632,0.013743599505645967,1.2192739637493066,0.006586925026841886,-0.5704079411927343,-0.4375536830233177,-0.24042573336613413,0.6266540086365535
246,20010511,-0.4665716292013893,-0.46163026402652246,125.16,-1.0203159741740981,-0.44844673051987277,-0.8563935763194954,-0.866485842412995,0.07210679203598007,0.11661403036855948,1.1101700680814468,0.08924216077425026,-0.5701454560711042,-0.4387571717049836,-0.24275869780643367,0.11239959321760003
247,20010514,-0.46719625722095987,-0.48220204387337773,125.35,-1.0137737736505932,-0.4734145254624038,0.23754052340559864,0.24690108729694552,-0.2861913551738803,-0.2440253518567949,1.020901003315736,0.04036431928301468,-0.5694172715401303,-0.44021914779557003,-0.2450021755967979,-0.16577282990096118
248,20010515,-0.4561611622085467,-0.46620177065915697,125.32,-1.0350454899726327,-0.4661322519374988,-0.06152059738256408,-0.057131487165549735,-0.1966168183714165,-0.1540303021558273,0.9360710171306862,0.04553508512319812,-0.56909128195359,-0.4412267197151042,-0.24689393101116966,-0.38638751623301054
249,20010516,-0.46136639570496796,-0.40614879716682123,128.95,-1.0231853603686178,-0.47965647419803653,3.3068520262313945,3.273269032113733,0.9753167047941815,0.9766270337311205,1.0572908156371954,-0.00045854594998846846,-0.5678550617033321,-0.44065888404464026,-0.24845978226398513,1.0984470503053168
250,20010517,-0.3780826597622271,-0.385369221563937,129.36,-1.0128938285509403,-0.39102101021700963,0.27689854090724136,0.27823096358069355,-0.14436500523663937,-0.11714357632818412,1.1611957425756094,-0.0007962489947266634,-0.5666654113940088,-0.4401777038651188,-0.25010567524304017,1.0984470503053168
251,20010518,-0.38016496137013545,-0.3916030942448025,129.78,-1.0291919421358124,-0.38935628248921605,0.5444716736881793,0.5400753761888898,-0.21900672029966584,-0.19105209905571605,1.2509016189674171,-0.0011114453386724588,-0.5654545929297153,-0.4404672731454124,-0.25173778537267627,1.0984470503053168
252,20010521,-0.36454926088087153,-0.3506673303071206,131.67,-0.6386493518203785,-0.3745836704815517,1.4731351540303284,1.4311621113456823,0.2363305084462009,0.23808049762380182,1.4094331544932446,-0.0020225131757149965,-0.5619830155146079,-0.4405013174504627,-0.25327201174764247,1.0984470503053168
253,20010522,-0.32707137149729854,-0.344849049138313,131.3,-0.8436000430742755,-0.3313061592478317,-0.45502207210379847,-0.4361110167576469,-0.3309786235751095,-0.30305665983206226,1.4955928735876367,-0.0014421948553751595,-0.5562591464106742,-0.4409715994909738,-0.25494561147808725,0.9445309117652161
254,20010523,-0.3649654713512455,-0.36833017736532814,129.38,-0.7217850344962639,-0.35585782427465396,-1.0374042546912654,-1.0162777237100085,-0.07345556254038951,-0.048276787377681755,1.4386899193883245,0.006965384742694593,-0.5521694588704377,-0.4418249676952589,-0.2570632894224925,0.1458309496111222
255,20010524,-0.3791237064615116,-0.3878625628405271,129.77,-0.6493999854291792,-0.37770485291432615,0.09588786253544895,0.0996306722944658,-0.17048717953165468,-0.14398945054285447,1.3975918871058486,0.0046296830667672375,-0.5467038412571398,-0.4421671503143759,-0.2591687931882568,0.3080668794236775
256,20010525,-0.3916160586435827,-0.39388884756112,128.17,-0.8631501276796033,-0.377496579891514,-1.1711947560965053,-1.158952276080297,-0.054794200706548855,-0.024755054610343493,1.2597290666318222,-0.2668212658274326,-0.5421442206765654,-0.4422785645170169,-0.26136770173041524,-0.35751642237140474
257,20010529,-0.41451929423717626,-0.4206945000888405,127.18,-0.9867250264569203,-0.4041288944968804,-0.9429639007581603,-0.9393527392766999,-0.12570364340279871,-0.0904124800173872,1.081225322679426,-0.024581668411400685,-0.537089265269689,-0.4439823406448399,-0.26352176227765606,-0.7693460903570981
258,20010530,-0.4561611622085467,-0.4483313356406765,125.31,-0.9549704859042352,-0.43887574245856936,-1.1003644906466652,-1.113533630002148,0.12435860517075192,0.1682080320987219,0.8244412604064978,-0.013687045906820055,-0.5337065941054557,-0.4457590473255995,-0.265997109194555,-1.5472465743300912
259,20010531,-0.45095592871212536,-0.456850961637859,125.73,-0.33847329739101967,-0.46093062799113815,0.06439987452824657,0.07069765748122549,-0.1219713710360274,-0.08080347847863989,0.6353937063524201,-0.015819537751230756,-0.528931058344186,-0.44661443497958664,-0.26864933153447035,-1.3725309576088838
260,20010601,-0.45303802211069377,-0.4481235398846476,126.89,-0.8910788199729288,-0.4505273800984169,0.5838218211603027,0.5917358507454645,0.07210679203598007,0.10684608884165843,0.5423321514456916,-0.04084276998839291,-0.5228346297127773,-0.44726381292879497,-0.27112796631920016,-0.9368800004610626
261,20010604,-0.428885738687299,-0.44562999081230137,127.08,-0.974329278096595,-0.43325798859649967,0.08013993351709371,0.08580286731404389,-0.3160495341080349,-0.2784240227559198,0.4721029595838482,-0.06426289707087518,-0.5163275388749475,-0.44787901309120287,-0.27346988647712045,-0.855977879196291
262,20010605,-0.4068155486624726,-0.4030318608263891,128.85001,-0.9988529654390904,-0.4245192603666138,1.1426017852939794,1.1354496998805654,0.05344543020212881,0.07787833111852692,0.5075949866720432,0.00698925348262742,-0.5102268723789135,-0.44850672609120945,-0.2758288079454799,-0.10230649151281658
263,20010606,-0.4074401766820432,-0.41362944438385985,127.56,-1.0099096669086398,-0.39705468592982984,-0.911483782780466,-0.9050865200497018,-0.12570364340279871,-0.09193004006486206,0.45695633300989086,1.18302448644109,-0.505243888698936,-0.4495635463177082,-0.27829890681185204,-0.6515935728431795
264,20010607,-0.41347824753789203,-0.42568159823353297,128.13,-0.9097489594786039,-0.4251434552401771,0.5995618801491499,0.6017296213448392,-0.2339395420391137,-0.2004480083160154,0.4418690831058424,0.026043539448113703,-0.5010737621698124,-0.4504236424327806,-0.2806842062269995,-0.40888720904886455
265,20010608,-0.43117604142572435,-0.4325388581824844,127.15,-1.033782960047044,-0.41598859709458247,-0.5179823080592094,-0.513667438297924,-0.03986137896710096,-0.00536876296205419,0.36942820088263,-0.04516891457960768,-0.4960653767038707,-0.45161246534539545,-0.2832911596532692,-0.8261718345197927
266,20010611,-0.45512011550926246,-0.4560197786137435,125.77,-0.8848044288275789,-0.44116445699496804,-0.651772809464438,-0.6549327103484264,-0.03239683423355833,0.008619628688149975,0.23084432389669676,-0.01678992791984908,-0.4916496995770934,-0.45323967892492273,-0.28609632885818265,-1.4016780059982261
267,20010612,-0.48406121374936495,-0.46453940461092624,125.59,-0.8983096731831186,-0.4806967989873086,0.7018722635766842,0.7175671794587808,0.33336585770983934,0.3758343900327441,0.10811836529444845,-0.015912928614712652,-0.48789446888538573,-0.4552319478673132,-0.28894963504530896,-1.4396302607635076
268,20010613,-0.46719625722095987,-0.4670329536832722,124.56,-1.0174465879795784,-0.4623870826961193,-0.8013033698585137,-0.8143344744324182,-0.013735472399712382,0.033375771528789566,-0.04760558031937434,-0.012836176830083661,-0.4835295953305368,-0.4573450500874472,-0.29192699135506445,-1.6096450088733816
269,20010614,-0.5267441284200196,-0.5135792030337331,121.61,-0.9047753567414364,-0.49713393065780825,-1.808667145144932,-1.8898076214530628,0.21766541433998698,0.2880891123891942,-0.33316809716533907,-0.010265037594918477,-0.4787540595692668,-0.4601235437609294,-0.2953045562960134,-1.6096450088733816
270,20010615,-0.5465240157064206,-0.5476577070224632,121.84,-0.8922648329333303,-0.55976148297199,0.7412224110488077,0.7805951955532139,-0.03986137896710096,0.020539045338025395,-0.5420365851935037,-0.010629702254630596,-0.4739996919629668,-0.46315527599645234,-0.2986441299633488,-1.5236145788586286
271,20010618,-0.5404859448505718,-0.5468265239983476,120.95,0.2251506681778453,-0.5429082213857818,-0.5966826030034562,-0.6232665249168561,-0.13316818813633602,-0.07193597142480053,-0.7501302708702793,-0.01018483287841287,-0.4714764478905229,-0.4665131773469528,-0.3019416531780588,-1.6096450088733816
272,20010619,-0.5394448981512876,-0.5349821659047038,121.35,-1.0272790180061326,-0.5281356093781174,-0.8406535173306483,-0.8773786193752926,0.060909974935671435,0.1275017653278353,-0.8841879263238176,-0.010931732266124839,-0.46809801035728377,-0.4696268544594016,-0.3053990505053473,-1.4725265971661234
273,20010620,-0.5367381767331486,-0.5383068980011653,122.28,-0.9785377111818906,-0.5549759889413384,0.9064930304317418,0.9500387982894407,-0.04732592370063828,0.010627999624986298,-0.9295182338425981,-0.014128693068048016,-0.46445285407142073,-0.4725302181570994,-0.3087593342696821,-1.1537262899467389
274,20010621,-0.51612545208732,-0.5067219430847812,123.68,-1.0318700359173643,-0.5343775581137502,1.2291642397031697,1.271810479327003,0.15048451173813518,0.2049016229392006,-0.8789270421188569,-0.04643294552713726,-0.46155281684050764,-0.4752902762785579,-0.31185794315977455,-0.673811848971323
275,20010622,-0.5094627532119009,-0.5202286672266558,122.88,-0.9316328115221412,-0.5054565289719851,-0.4943722195759443,-0.5072725710240757,-0.21154590783849114,-0.1604606239415461,-0.8749436407251511,-0.020980157043998065,-0.4590211055060754,-0.47849599121058,-0.3148781895206823,-0.9480486723858492
276,20010625,-0.5269523377598766,-0.5245923781032618,122.16,-0.9731815236187871,-0.5133629973704534,-0.7619532223863904,-0.789421639631169,0.023587251267979528,0.08424754613728903,-0.9031150392906686,-0.01580670767539808,-0.45750123197921705,-0.4816694100178904,-0.318099729068701,-1.1532673777304552
277,20010626,-0.5456911783469931,-0.545164157950117,121.52,-0.9613979109799593,-0.5628824573398065,0.6074319096435791,0.6423382746866066,-0.010003200032946372,0.053079814921172565,-0.9517512333938809,-0.013601380569616685,-0.4559474894044069,-0.48517007655883587,-0.3212774695602288,-1.394657199161426
278,20010627,-0.5396531074911445,-0.5489044815586362,121.31,-1.0019901610117654,-0.5464453256693068,-0.1795710397989344,-0.18325109543034537,-0.1854200012711079,-0.12768368026293395,-0.9921809894764159,-0.013072707269300678,-0.45502032421671307,-0.48811528893809775,-0.3244367388841626,-1.4524009538242963
279,20010628,-0.5186239641656023,-0.5156571605940213,122.81,-1.0304927305439948,-0.5368743376080034,0.6389120276212845,0.6683271689458833,0.03478406836828816,0.0920953235258119,-0.9315278914157215,-0.05959500425613673,-0.45562573344885954,-0.4908279825676126,-0.32731264370524177,-0.564613633339692
280,20010629,-0.5075888691531891,-0.512124632741531,122.69,-0.8263454674245634,-0.5202291409796495,-0.0851306858658292,-0.08302553381402784,-0.09957773683541013,-0.044983710050106554,-0.881605095409062,-0.04365478986683477,-0.4568196173891776,-0.4935729701689073,-0.3302369653747094,-0.5941104866813728
281,20010702,-0.5040493103756226,-0.5067219430847812,123.91,-1.039674766366458,-0.5158597768647063,0.7097422930711021,0.735296166861707,-0.06598728553448954,-0.016346813384686115,-0.7668464298708054,0.011571376530277296,-0.4572175787026167,-0.49585077379805026,-0.3329827324241071,0.610840446852084
282,20010703,-0.4948880994219212,-0.5117090412294734,124.0,-1.0434240976606304,-0.49775812553137155,0.09587999250595203,0.1039381355173094,-0.3197818064748062,-0.2742267520109564,-0.6648424351209258,0.009983161675111506,-0.45653173048158335,-0.49784223539114647,-0.33551901964102293,1.0984470503053168
283,20010705,-0.5186239641656023,-0.522930012055031,122.0,-0.41284778755297147,-0.5160678418225608,-0.7855633108696667,-0.8151263953013574,-0.09584546446864413,-0.037997433858043744,-0.6891181078669436,-0.019197733528615597,-0.4563242825628757,-0.49997363537569084,-0.33809378845709154,-0.6773510212872739
284,20010706,-0.584001696880654,-0.5653203462849147,118.86,-0.38564600642892427,-0.5514388846578132,-1.9188475580668842,-2.051812570590665,0.31470449587599336,0.4113286475597193,-0.8748492433581965,-0.01114630262549603,-0.4581532111522985,-0.5030587861464008,-0.3411704972592061,-1.6096450088733816
285,20010709,-0.5727583925283838,-0.5865155133998565,119.68,-0.6693709133430366,-0.5878502522823376,0.10375002200038118,0.11582078759848438,-0.2675299933400343,-0.20755452349289658,-0.9668300660700907,-0.013331953792887085,-0.45986783170488194,-0.5058080796105996,-0.34400323328242244,-1.177614758187282
286,20010710,-0.5975353039713495,-0.5838141685714816,118.32,-0.8893189297736234,-0.569540535991148,-1.6591365847508674,-1.7815067891317762,0.22512995907352962,0.32071439919676326,-1.1043933313724146,-0.011562250371499744,-0.46300495227146093,-0.508727454659506,-0.3469724734730833,-1.6096450088733816
287,20010711,-0.6177316099374641,-0.6224641791928464,118.28,-1.0148832696458074,-0.6159390215926848,0.06439987452824657,0.07471681474924687,-0.10704228156894745,-0.03223490664068303,-1.2033916094499906,-0.011524002695682788,-0.46593462491933235,-0.5118965697568438,-0.3499916697761006,-1.6096450088733816
288,20010712,-0.5731748112080978,-0.5663593250650588,121.18,-0.9359560200552176,-0.5884744471559008,1.3078645346474278,1.3806640578675242,0.10196497097013996,0.17113867145637232,-1.1091018468119456,-2.7732530003875566,-0.4684748035157524,-0.5138923372128438,-0.35253929157313063,-0.23666127257648617
289,20010713,-0.5465240157064206,-0.5491122773146649,122.0,-1.017561363427359,-0.5616340675926799,0.9379731484094361,0.9850839623812444,-0.06598728553448423,-0.007211900015725327,-0.9790235316315047,0.02112888125367321,-0.4705704508577991,-0.5152616016163133,-0.3548481875223225,0.15156171492814927
290,20010716,-0.5542277612811239,-0.5509824391189246,120.73,-0.6891888073265197,-0.5389549871865474,-0.9193538122748952,-0.9649857931448206,0.038516340735054166,0.10790490847659041,-0.9375123793049109,-0.045069363534898176,-0.4725560237940009,-0.5163359144108595,-0.35730800186647205,-0.44971047303635014
291,20010717,-0.5606822508166864,-0.5565929245317033,121.7,-1.0414346565657635,-0.5720373154854012,1.095373738297941,1.1523033311604822,0.05344543020213411,0.1176946486530348,-0.8424777565089604,0.03884392669865582,-0.4749056889956897,-0.5171432637053578,-0.36003179942107993,0.009528914621575468
292,20010718,-0.5550605986405515,-0.5705152401856357,120.89,-1.0272790180061326,-0.5664195616233317,0.2454105529000278,0.2640515353046636,-0.2973881722741889,-0.24254908550279725,-0.804640213375075,-0.05814404486537743,-0.47715374705352165,-0.5179742952458283,-0.36258564880025107,-0.3739596462061784
293,20010719,-0.5394448981512876,-0.5349821659047038,121.39,-1.032941273429985,-0.5368743376080034,-0.47863216058708596,-0.4970607301225852,0.060909974935671435,0.1272620964286481,-0.7398871732481246,0.11416314344088624,-0.47925362802656224,-0.5191713251331382,-0.36510276518413426,-0.13723831236188644
294,20010720,-0.5363217580534346,-0.5565929245317033,121.25,-0.8808638051204385,-0.5514388846578132,-0.0379105088992766,-0.03446745753493109,-0.38323043670988666,-0.3326657729909918,-0.690037779223124,-6.161422427709549,-0.4812010982838177,-0.520303767076888,-0.36747113269565446,-0.2035202858382885
