date,low,high,close,volume,open
2006-01-05,127.1,127.76,127.59,1278600,127.43
2006-01-06,127.65,128.74001,128.64999,824200,128.24001
2006-01-09,128.56,129.21001,128.98,1341300,128.62
2006-01-10,128.48,129.14999,129.14999,1061600,128.59
2006-01-11,128.91,129.63,129.53999,1274900,129.21001
2006-01-12,128.62,129.44,128.94,923700,129.32001
2006-01-13,128.39999,129.08,128.8,710600,128.75999
2006-01-17,128,128.57001,128.5,820800,128.42
2006-01-18,127.3401,128.39,128,578300,127.74
2006-01-19,128.03,128.96001,128.55,969700,128.27
2006-01-20,126.21,128.53,126.21,809700,128.53
2006-01-23,126.34,127,126.65,1761800,126.44
2006-01-24,126.62,127.35,126.77,1711700,126.85
2006-01-25,126.03,127.38,126.85,841100,127.2
2006-01-26,126.98,127.83,127.6,1632500,127.52
2006-01-27,127.65,128.82001,128.75,971600,127.85
2006-01-30,128.53999,128.96001,128.63,1791600,128.75
2006-01-31,127.75,128.69,127.75,1225700,128.5
2006-02-01,127.93,128.64999,128.64999,1964500,127.95
2006-02-02,127.03,128.35001,127.15,1413700,128.33
2006-02-03,126.35,127.29,126.48,879100,126.87
2006-02-06,126.4,126.9399,126.78,1045500,126.67
2006-02-07,125.4,126.78,125.4,2256400,126.57
2006-02-08,125.79,126.93,126.81,556700,126.02
2006-02-09,126.57,127.7,126.6,400300,127.06
2006-02-10,125.75,127.27,126.87,1544300,126.62
2006-02-13,126.111,126.91,126.62,2430300,126.72
2006-02-14,126.4,128.14999,127.88,1732300,126.63
2006-02-15,127.45,128.4688,128.33,1104400,127.7
2006-02-16,128.36,129.39999,129.32001,496500,128.48
2006-02-17,128.8,129.32001,129.06,823100,129.31
2006-02-21,128.53,129.57001,128.7,801500,129.35001
2006-02-22,128.88,129.83,129.39999,1041600,128.99001
2006-02-23,128.94,129.82001,129.25,833300,129.41
2006-02-24,129,129.67,129.56,1129300,129.31
2006-02-27,129.52,130.21001,129.7,887700,129.61
2006-02-28,128.33,129.45,128.42999,1787400,129.34
2006-03-01,128.71001,129.67999,129.56,845200,128.8
2006-03-02,128.8101,129.60001,129.48,863100,129.03999
2006-03-03,128.838,130.23,129.03999,951100,128.95
2006-03-06,128.05,129.37,128.33,663700,129.35001
2006-03-07,127.6,128.23,128.14999,941100,128.05
2006-03-08,127.37,128.62,128.47,1286000,127.86
2006-03-09,127.66,128.84,127.7,488100,128.57001
2006-03-10,127.62,128.98399,128.75,769700,127.92
2006-03-13,128.73,129.33,129.05,1290200,129.05
2006-03-14,128.82001,130.45,130.33,1279100,128.89999
2006-03-15,130.08,131.07001,130.92,1124800,130.32001
2006-03-16,131.07001,131.67,131.17999,488300,131.21001
2006-03-17,131.13,131.60001,131.35001,1631700,131.46001
2006-03-20,130.98,131.64999,131.10001,1275100,131.45
2006-03-21,130.19,131.7,130.31,1029600,131.08
2006-03-22,130.17999,131.2,131.07001,626800,130.24001
2006-03-23,130.39,131.07001,130.85001,1996600,131.07001
2006-03-24,130.42,131.27,130.92999,1004100,130.72
2006-03-27,129.97,130.47,130.25,636700,130.22
2006-03-28,129.25999,130.67999,129.42999,793600,130.2
2006-03-29,129.48,130.64999,130.25,1622200,129.62
2006-03-30,129.81,131.13,130.13,1784600,130.32001
2006-03-31,129.56,130.42,129.92,1533900,130.28999
2006-04-03,129.75999,131.03999,129.89999,1538300,130.25
2006-04-04,129.56,130.88,130.8,1111400,129.89
2006-04-05,130.60001,131.39999,131.27,1257100,130.81
2006-04-06,130.39999,131.39,131.00999,1010400,131.06
2006-04-07,129.56,131.59,129.78999,1514900,131.3
2006-04-10,129.49001,130.27,130,3556600,129.88
2006-04-11,128.53,130.25999,128.89999,1054400,130.03999
2006-04-12,128.84,129.30009,129.07001,1337400,128.94
2006-04-13,128.5,129.41,129.00999,969200,128.83
2006-04-17,128.21001,129.41,128.8,1253900,128.96001
2006-04-18,129.09,131.10001,130.89999,984400,129.09
2006-04-19,130.42999,131.25,131.14999,1000500,130.94
2006-04-20,130.83,132.06,131.3,976700,131.17
2006-04-21,130.82001,131.99001,131.28,1428000,131.92999
2006-04-24,130.58,131.24001,131.16,419300,131.10001
2006-04-25,130.12,131.28,130.60001,1417500,131.19
2006-04-26,130.52,131.34,130.60001,1244300,130.69
2006-04-27,129.78,131.81,131.13,1684200,130.08
2006-04-28,130.92349,131.92999,131.60001,666200,131.05
2006-05-01,130.62,131.98,130.63,457100,131.75
2006-05-02,130.97,131.63,131.60001,480300,131.24001
2006-05-03,130.67,131.50999,131.00999,523300,131.44
2006-05-04,131.23,131.8399,131.57001,712800,131.28999
2006-05-05,132.09,133,132.7,1625800,132.24001
2006-05-08,132.60001,132.98,132.66,588400,132.72
2006-05-09,132.57001,132.99001,132.89,2438100,132.67999
2006-05-10,132.12,132.95,132.75999,912200,132.66
2006-05-11,130.73,132.78,131.13,1004600,132.78
2006-05-12,129.42,130.89999,129.50999,853100,130.69
2006-05-15,128.83,129.88,129.75999,2279400,128.94
2006-05-16,129.24001,130.19,129.5,2412400,129.92999
2006-05-17,126.95,129.22,127.05,1472400,128.88
2006-05-18,126.31,127.9,126.4,1833600,127.59
2006-05-19,126,127.68,127.29,1700300,127.03
2006-05-22,125.72,127.331,126.35,1934600,126.48
2006-05-23,125.45,127.8,125.45,2092700,127.33
2006-05-24,124.99,126.92,126.35,1291200,125.92
2006-05-25,126.63,127.87,127.87,1039100,127.06
2006-05-26,127.75,128.57001,128.55,880200,128.23
2006-05-30,126.26,128.2,126.3,2368900,128.2
2006-05-31,126.63,127.75,127.75,551600,126.8
2006-06-01,127.48,129.13,129.02,797900,127.52
2006-06-02,128.53,129.56,129.22,1457000,129.45
2006-06-05,127,129.10001,127.34,1008900,129.10001
2006-06-06,125.98,127.58,126.92,1389100,127.43
2006-06-07,125.99,127.82,126.05,916000,127.13
2006-06-08,124.05,126.58,126,2686700,125.72
2006-06-09,125.55,126.86,125.6,1076800,126.49
2006-06-12,124.05,126.1,124.05,980900,126
2006-06-13,122.75,124.97,122.75,1101100,123.89
2006-06-14,122.55,123.8,123.7,1254100,122.95
2006-06-15,124.07,126.567,126.27,2702200,124.1
2006-06-16,125.26,126.29,125.52,1085500,126
2006-06-19,124.32,126.25,124.4,1075800,126.15
2006-06-20,124.5,125.54,124.84,1112500,124.79
2006-06-21,124.79,126.46,125.9,1539300,124.8
2006-06-22,124.82,125.76,125.25,1981500,125.61
2006-06-23,124.27,125.46,124.67,798900,124.55
2006-06-26,124.5,125.28,125.22,1774200,124.7
2006-06-27,124,125.46,124.12,1560900,125.27
2006-06-28,123.92,125.03,125.03,414500,124.38
2006-06-29,125.44,127.54,127.45,2247500,125.5
2006-06-30,127.16,127.82,127.55,2642600,127.75
2006-07-03,127.54,128.23,128.10001,779800,127.62
2006-07-05,126.74,127.64,127.31,4635900,127.48
2006-07-06,127.3248,128.03999,127.63,737600,127.45
2006-07-07,126.56,127.78,126.91,968700,127.44
2006-07-10,126.67,127.62,127.01,654000,127.05
2006-07-11,126.22,127.65,127.65,701000,126.84
2006-07-12,125.98,127.62,126.35,1178400,127.49
2006-07-13,124.25,125.89,124.25,1485600,125.55
2006-07-14,123.09,124.5,123.8,927500,124.32
2006-07-17,123.38,124.27,123.55,998600,123.62
2006-07-18,122.71,124.2255,124.19,1336300,124.02
2006-07-19,124.41,126.48,125.88,826600,124.41
2006-07-20,124.97,126.51,125.04,740500,126.41
2006-07-21,124.09,125.43,124.27,688700,125.43
2006-07-24,124.89,126.59,126.39,552000,124.94
2006-07-25,125.96,127.5222,126.88,424800,126.2
2006-07-26,126.46,127.69,127.12,591400,126.85
2006-07-27,126.48,127.92,126.95,1027000,127.65
2006-07-28,127.13,128.38,128.24001,742900,127.25
2006-07-31,127.72,128.17999,128.05,567800,127.85
2006-08-01,126.88,127.65,127.53,608400,127.65
2006-08-02,127.7,128.67999,128.3,320000,127.7
2006-08-03,127.39,128.75999,128.5,823100,127.56
2006-08-04,127.742,129.64999,128.25999,1237200,129.35001
2006-08-07,127.63,128.25999,128.17999,745600,128.05
2006-08-08,127.2,128.67,127.68,606200,128.35001
2006-08-09,126.84,128.8,127.14,605600,128.5
2006-08-10,126.56,127.72,127.6,346700,126.75
2006-08-11,126.67,127.407,127.32,1055700,127.4
2006-08-14,127.16,128.38,127.42,698200,127.96
2006-08-15,128.16,129.10699,128.88,896500,128.42999
2006-08-16,129.34,130.16,130,1131000,129.55
2006-08-17,129.73,130.61,130.23,520800,129.85001
2006-08-18,129.83,130.92,130.92,473000,130.35001
2006-08-21,130.07001,130.5,130.44,343000,130.35001
2006-08-22,129.94,130.72,130.42,326000,130.22
2006-08-23,129.48,130.66,130.05,1054800,130.39
2006-08-24,129.6796,130.34,129.95,799800,130.32001
2006-08-25,129.81,130.45,130.10001,233500,129.98
2006-08-28,129.89999,131.05,130.71001,809200,129.89999
2006-08-29,130.09,131.08,130.88,425900,130.73
2006-08-30,130.81,131.28,130.95,812100,131.13
2006-08-31,130.84,131.19,130.87,541600,131.03999
2006-09-01,131.14,131.82001,131.66,273300,131.42999
2006-09-05,131.48,132.07001,131.96001,501500,131.8
2006-09-06,130.59,131.38,130.75999,514900,131.3
2006-09-07,129.87,130.8,130.23,1426000,130.3
2006-09-08,130.08,130.69,130.52,624500,130.3
2006-09-11,129.75,130.91,130.67999,331600,130.14999
2006-09-12,130.81,132.07001,131.89999,449900,130.82001
2006-09-13,131.8,132.6797,132.44,1750300,131.89999
2006-09-14,132,132.5,132.5,760100,132.14
2006-09-15,132.5,133.19,132.82001,1430700,133.11
2006-09-18,132.49001,133.19,132.98,262200,132.67
2006-09-19,131.89,133,132.64,683100,132.94
2006-09-20,132.89999,133.56,133.27,732600,133.13
2006-09-21,132.24989,133.56,132.71001,1083300,133.41
2006-09-22,131.82001,132.5,132.3,2237900,132.47
2006-09-25,131.91,133.69,133.28,771700,132.58
2006-09-26,133.25,134.46001,134.42999,1390600,133.36
2006-09-27,133.52,134.16,133.96001,859100,133.71001
2006-09-28,133.50999,134.22,133.99001,625800,134
2006-09-29,133.67,134.14,133.75,597700,134.10001
2006-10-02,133.17,134.05,133.24001,357200,133.78
2006-10-03,132.86,134.00999,133.55,1144300,133.05
2006-10-04,133.28999,135.23,135.16,1296200,133.49001
2006-10-05,135,135.63,135.39999,1054200,135.2
2006-10-06,134.66,135.3,135.17999,1451300,135.28
2006-10-09,134.89,135.52,135.31,364200,135.10001
2006-10-10,135.10001,135.67,135.5,1645700,135.39
2006-10-11,134.55,135.63,135.28,457300,135.12
2006-10-12,135.64,136.61,136.55,785700,135.75
2006-10-13,136.27,136.91,136.85001,624800,136.45
2006-10-16,136.64,137.27,137.08,562100,136.8
2006-10-17,135.89,136.91,136.60001,591400,136.75
2006-10-18,136.35001,137.56,136.84,422200,137.35001
2006-10-19,136.47,137.07001,136.98,481200,136.7
2006-10-20,136.58,137.13,137.02,478100,136.92
2006-10-23,136.59,138,137.67999,612800,136.85001
2006-10-24,137.46001,138.12,138.11,1102400,137.60001
2006-10-25,137.8299,138.63,138.63,665200,137.96001
2006-10-26,138.17999,139.2,138.95,959000,138.95
2006-10-27,137.85001,138.9344,138.19,658800,138.75999
2006-10-30,137.63,138.40981,138.05,627700,137.85001
2006-10-31,137.5,138.42999,138.03999,839400,138.25999
2006-11-01,136.87,138.49001,137.03999,1590000,138.44
2006-11-02,136.5784,137.14999,136.89,1358500,136.74001
2006-11-03,136.42999,137.57001,136.7,821000,137.41
2006-11-06,137.16,138.50999,138.31,652200,137.25
2006-11-07,138.22,139.17,138.82001,348600,138.39999
2006-11-08,138,139.23,139.06,574200,138.24001
2006-11-09,138.12,139.32001,138.36,695400,139.28
2006-11-10,137.95,138.52,138.52,415800,138.38
2006-11-13,138.28999,139.2,138.82001,300700,138.39
2006-11-14,138.34,139.94,139.82001,881800,139.16
2006-11-15,139.75999,140.65021,140.19,860200,139.75999
2006-11-16,140.34,140.88,140.60001,546400,140.64
2006-11-17,139.97,140.64999,140.64,475600,140.17999
2006-11-20,140.32001,140.96001,140.73,555100,140.55
2006-11-21,140.53999,140.86,140.85001,372900,140.73
2006-11-22,140.73,141.37,141.13,581500,140.96001
2006-11-24,140.41,141.06,140.55,162300,140.52
2006-11-27,138.60001,140.56,138.62,595800,140.39999
2006-11-28,138.34,139.33,139.2,924800,138.39999
2006-11-29,139.59,140.72,140.64,896100,139.59
2006-11-30,139.98,141.23,140.75,1051600,140.67
2006-12-01,139.2,140.84,140.42,999000,140.71001
2006-12-04,140.5,141.77,141.53,2359600,140.5
2006-12-05,141.52,142.1799,142.11,822300,141.78999
2006-12-06,141.75999,142.27,142.00999,672800,142.11
2006-12-07,141.34,142.53,141.45,1547300,142.3
2006-12-08,141.03999,142.099,141.61,1481200,141.32001
2006-12-11,141.55,142.28999,142.09,656500,141.64999
2006-12-12,141.14999,142.08,141.88,2326900,141.95
2006-12-13,141.82001,142.55,142.10001,752400,142.55
2006-12-14,142.10001,143.39,143.23,1926800,142.19
2006-12-15,143.25,143.86,143.25,908600,143.75
2006-12-18,142.75,143.87,142.96001,1191100,143.55
2006-12-19,142.19,143.53999,143.13,732300,142.50999
2006-12-20,143.06,143.63,143.17999,773500,143.31
2006-12-21,141.63,142.69,141.96001,1168900,142.59
2006-12-22,141,141.94,141,5275100,141.92999
2006-12-26,141.12,141.89999,141.89999,349300,141.12
2006-12-27,142.16,142.91,142.73,821300,142.16
2006-12-28,142.31,142.88,142.5,425100,142.78
2006-12-29,141.75,142.83,142,853200,142.42999
2007-01-03,140.86,143.13,141.62,2001100,142.53
2007-01-04,140.95,142.32001,142,4038600,141.67999
2007-01-05,140.6601,141.60001,140.91,2028700,141.60001
2007-01-08,140.55,141.66,141.5,642300,141.07001
2007-01-09,140.67,141.77,141.38,989000,141.66
2007-01-10,140.59,141.81,141.75999,1738800,140.81
2007-01-11,141.78,142.91,142.5,693700,141.88
2007-01-12,142.46001,143.57001,143.57001,634000,142.48
2007-01-16,143.03,143.59,143.28,813400,143.45
2007-01-17,143.03,143.73981,143.28,1457500,143.14999
2007-01-18,142.6003,143.55,142.85001,1242000,143.35001
2007-01-19,142.77,143.37,143.22,1036100,142.85001
2007-01-22,142.23,143.45,142.71001,555000,143.45
2007-01-23,142.37,143.35001,143.2,1549600,142.62
2007-01-24,143.2,144.22,144.22,971500,143.22
2007-01-25,142.41,144.23,142.64999,1352400,144.14
2007-01-26,141.89999,143.00999,142.47,1455600,142.89999
2007-01-29,142.0598,142.9102,142.37,896000,142.52
2007-01-30,142.39999,143.10001,143.08,1426300,142.7
2007-01-31,142.7,144.42,144.03,1112400,142.92999
2007-02-01,144.22,144.96001,144.91,1451100,144.5
2007-02-02,144.71001,145.21001,145.07001,843400,144.95
2007-02-05,144.64,145.3,145.3,1575800,145.05
2007-02-06,144.63,145.31,145.14,883000,145.3
2007-02-07,144.98,145.64,145.5,725900,145.45
2007-02-08,144.64,145.39999,145.24001,797600,145.08
2007-02-09,143.69,145.62,144.25,2244900,145.39999
2007-02-12,143.47,144.3,143.8,415732,144.28
2007-02-13,144,144.89999,144.89999,699552,144.05
2007-02-14,145.03999,146.17999,145.86,835356,145.13
2007-02-15,145,146.25999,146.10001,918500,145
2007-02-16,145.59,146.14999,146.14999,645700,145.74001
2007-02-20,145.34,146.53,146.36,1285700,145.87
2007-02-21,145.67999,146.36,146.25,984100,145.94
2007-02-22,145,146.78,146.12,1760000,146.34
2007-02-23,145.32001,146.08,145.66,1452600,146.08
2007-02-26,145.08,146.23,145.53,1218190,146.23
2007-02-27,139.46001,144.21001,139.91,3538700,144.2
2007-02-28,140.17,142.25,141.3,2898400,140.86
2007-03-01,138.39999,141.50999,140.8,2892639,139.5
2007-03-02,139,140.91,139.07001,6671200,140.35001
2007-03-05,137.58,139.74001,137.61,1715400,138.19
2007-03-06,138.74001,140.36,140.03,1439900,139.06
2007-03-07,139.66,140.71001,139.75,1599700,139.88
2007-03-08,140.38,141.42,141,1369400,140.95
2007-03-09,140.34,142.28,141,1420000,141.64
2007-03-12,140.44,141.60001,141.32001,1138600,140.72
2007-03-13,138.3,141.03,138.57001,1931100,140.48
2007-03-14,137.03,139.64,139.64,2179824,138.78
2007-03-15,139.17999,140.25999,139.75,734700,139.34
2007-03-16,139.03,140.42999,139.33,1026300,140
2007-03-19,139.98,141.05,141.03,1100100,140.11
2007-03-20,140.78999,141.83,141.8,688800,140.94
2007-03-21,141.66,144.47,144.12,1312716,141.94
2007-03-22,143.69,144.49001,144.12,1319700,144.36
2007-03-23,144.02,144.66,144.32001,1725094,144.14999
2007-03-26,140.98,143.82001,143.42,1222700,143.75999
2007-03-27,142.60001,143.39999,142.99001,859200,143.39999
2007-03-28,141.49001,142.66,142.03999,1397500,142.45
2007-03-29,141.41,142.78999,142.17999,1014400,142.78999
2007-03-30,140.95,143.03999,142.34,2000200,142.39999
2007-04-02,141.73,142.69,142.39999,1216500,142.45
2007-04-03,143.14999,144.2,143.96001,756762,143.22
2007-04-04,143.63,144.16,144,674000,143.89999
2007-04-05,143.83,144.67,144.53999,606400,143.89999
2007-04-09,144.48,145.00999,144.72,699500,144.84
2007-04-10,144.52,145.06,144.88,508800,144.53
2007-04-11,143.78,145.08,144.14999,1119300,145.05
2007-04-12,143.58,145.02,145,648000,144.10001
2007-04-13,144.58,145.49001,145.48,1123900,145.14999
2007-04-16,146.07001,147.05,146.92999,982311,146.10001
2007-04-17,146.88901,147.61,147.27,685900,147
2007-04-18,146.81,147.85001,147.60001,947754,146.92
2007-04-19,146.5,147.6105,147.48,958154,146.74001
2007-04-20,147.94,148.8,148.78,1764760,148.45
2007-04-23,148.2,148.94,148.25999,1015347,148.60001
2007-04-24,147.55,148.60001,148.39999,962300,148.45
2007-04-25,148.38,149.88,149.71001,1109135,149
2007-04-26,149.33,150.0215,149.88,658456,149.81
2007-04-27,149.07001,149.94,149.86,1133266,149.25
2007-04-30,148.41,149.95,148.48,1322364,149.78999
2007-05-01,147.87,148.92999,148.85001,1215340,148.75
2007-05-02,149,150.14999,149.84,1302300,149.10001
2007-05-03,149.95,150.62,150.49001,807000,150.22
2007-05-04,150.46001,151.32001,151.19,1027801,150.96001
2007-05-07,151,151.39,151.21001,578959,151.03999
2007-05-08,150.33,151.12,150.95,1630400,150.7
2007-05-09,150.66,151.71001,151.44,860900,150.78999
2007-05-10,149.53999,151.22,149.73,1066324,150.89
2007-05-11,149.95,151.09,151.09,1037883,149.99001
2007-05-14,150.17,151.49001,150.82001,845454,151.12
2007-05-15,150.42,151.86,150.73,1075100,150.89999
2007-05-16,150.62,151.86,151.86,1375500,150.97
2007-05-17,151.35001,152.17,151.53,1114700,151.7
2007-05-18,152,152.81,152.81,1470575,152
2007-05-21,152.73,153.44,152.81,2456927,152.78999
2007-05-22,152.55,153.38,152.55,1487000,152.92999
2007-05-23,152.61,153.7001,152.64,1491800,153.16
2007-05-24,150.95,153.42999,151.34,3609200,152.78
2007-05-25,151.39999,152.21001,151.98,1703900,151.75
2007-05-29,151.67,152.64,152.52,1398200,152.2
2007-05-30,151.56,153.67,153.67,1484100,151.69
2007-05-31,153.35001,154.09,153.55,1928000,153.95
2007-06-01,153.73,154.58,154.21001,1619250,154.28
2007-06-04,153.75,154.60001,154.33,782500,153.77
2007-06-05,153.1102,154.17999,153.78,2086700,154.05
2007-06-06,151.98,153.17999,152.13,1633570,153.14999
2007-06-07,149.34,152.28,149.34,1802292,151.86
2007-06-08,149.31,151.41,151.27,2124900,149.64999
2007-06-11,150.92999,152.17,151.52,1813030,151.25
2007-06-12,149.82001,151.72,149.82001,2037959,150.89999
2007-06-13,150.39999,152.19,152.14,2396500,150.63
2007-06-14,152.25,153.34,153.06,1493803,152.3
2007-06-15,153.82001,154.53,153.87,1895821,154.13
2007-06-18,153.56,154.34,153.78999,1076280,154.17999
2007-06-19,153.24001,154.25999,154.05,2509958,153.60001
2007-06-20,151.85001,154.57001,151.85001,4800229,154.57001
2007-06-21,151.11,152.96001,152.75999,4603634,151.89999
2007-06-22,150.73,152.60001,151.17,3650309,152.32001
2007-06-25,149.89,152.12,150.78,3600639,151.16
2007-06-26,149.23,151.32001,149.23,3612258,151.05
2007-06-27,148.89999,151.41,151.38,2387432,149.09
2007-06-28,151.19,152.25999,151.3,2540009,151.25999
2007-06-29,149.39999,151.83,150.50999,3761626,151.14
2007-07-02,150.95,152.03999,152.03,1620160,151.21001
2007-07-03,152.23,152.7,152.64,1605600,152.39999
2007-07-05,151.87,152.78,152.5,1685023,152.64
2007-07-06,152.16,153.38,153.25,1212174,152.62
2007-07-09,152.82001,153.57001,153.2,2364900,153.41
2007-07-10,151.05,152.78999,151.05,2852002,152.52
2007-07-11,150.74001,152.25,152.21001,3203200,151.02
2007-07-12,152.58,155.02,154.84,1604069,152.58
2007-07-13,154.66,155.67999,155.10001,1649521,154.8
2007-07-16,154.78999,155.737,155.05,1920500,155.24001
2007-07-17,154.91,155.67,154.92999,1189100,155.2
2007-07-18,153.52,154.97,154.72,2791522,154.39999
2007-07-19,154.98,155.75,155.22,2913131,155.55
2007-07-20,153.03999,155.2,153.8,2460803,155.10001
2007-07-23,154.07001,154.92,154.35001,1452495,154.56
2007-07-24,151.06,153.72,151.55,2808251,153.3
2007-07-25,150.50999,152.64999,151.83,4114466,152.25
2007-07-26,146.69,150.92999,148.42999,9267145,150.46001
2007-07-27,145.25999,149.1055,145.42999,3821552,148.44
2007-07-30,145.62,148.00999,147.66,9796415,146.27
2007-07-31,145.5,149.10001,145.71001,3780646,148.66
2007-08-01,144.19,147.14999,146.50999,4226980,145.44
2007-08-02,146.28,147.96001,147.7,3029815,147.00999
2007-08-03,143.2,147.64,143.89999,3819044,147.48
2007-08-06,142.95,147,146.37,5936072,144.55
2007-08-07,145.8,149.12,147.88,2785782,145.92999
2007-08-08,148.116,150.77,150.02,2213235,148.59
2007-08-09,145.55,149.08,145.55,4604126,147.53999
2007-08-10,143.36,146.64999,144.87,4630496,144.47
2007-08-13,145.32001,147.09,145.47,2194000,146.78999
2007-08-14,142.96001,146.10001,143.39999,3436455,145.78
2007-08-15,140.8,144.60001,141.25,3758585,142.89
2007-08-16,137.47,142.67,142.55,7656342,139.96001
2007-08-17,142.55,146.00999,145,5710800,145.7
2007-08-20,143.47,145.62,144.82001,3789831,145.37
2007-08-21,144.35001,145.99001,144.96001,2539300,144.82001
2007-08-22,145.50999,146.99001,146.89999,2138500,146.41
2007-08-23,145.782,147.8,146.7,3067600,147.53999
2007-08-24,146.48,148.55,148.55,1892300,146.82001
2007-08-27,146.95,148.11,147.05,1585600,148.05
2007-08-28,143.64999,146.5,143.98,2657700,146.35001
2007-08-29,144.14999,146.95,146.95,1641200,144.63
2007-08-30,145.50999,147.39,146.36,2068300,145.66
2007-08-31,147.03,148.7,147.62,2690500,147.89999
2007-09-04,147.60001,150.17999,149.5,2692300,147.69
2007-09-05,147.17999,148.56,148.06,1697100,148.42
2007-09-06,147.34,148.82001,148.45,1765600,148.19
2007-09-07,145.44,147.08,146.39999,3926900,146.75999
2007-09-10,144.53,146.89999,145.89999,2503300,146.66
2007-09-11,146.3,147.8999,147.71001,2146500,146.46001
2007-09-12,147.17999,148.62,148.05,1419900,147.45
2007-09-13,148.42,149.66,149.11,2122300,148.78
2007-09-14,147.96001,149.25999,149.17999,2332800,148.13
2007-09-17,147.83,148.85001,148.35001,1057600,148.41
2007-09-18,148.61,152.71001,152.55,3653500,149.2
2007-09-19,152.92,154.58,153.45,2618200,153.67
2007-09-20,152.35001,153.63,152.7,1456045,153.53
2007-09-21,152.85001,153.83,152.85001,1139600,153.57001
2007-09-24,152.33,153.75999,152.59,4398600,153.35001
2007-09-25,151.42999,152.58,152.38,2004300,151.75
2007-09-26,151.95,153.03999,152.55,3038400,152.47
2007-09-27,152.63,153.38,153.38,2963000,153.13
2007-09-28,152.27,153.45,152.97,1550800,153.16
2007-10-01,152.88,155,154.52,1575700,152.88
2007-10-02,154.09,154.92,154.42,3409500,154.75999
2007-10-03,153.72,154.67,154.10001,1763500,154.09
2007-10-04,153.86,154.5,154.23,1048700,154.38
2007-10-05,154.91,156.38,156.14,2411200,155.39999
2007-10-08,155.03999,155.75,155.27,1435300,155.67
2007-10-09,155.28999,156.78999,156.78999,2505800,155.86
2007-10-10,155.69,156.71001,156.46001,2203400,156.28
2007-10-11,154.78999,157.78999,155.8,6799395,157.25999
2007-10-12,155.45,156.7,156.7,1976462,155.81
2007-10-15,154.21001,156.61,155.25,2129913,156.52
2007-10-16,153.77,154.78999,154.14,2212437,154.75
2007-10-17,152.75999,155.36,154.63,3296355,155.25999
2007-10-18,153.37,154.44,153.96001,2034899,153.73
2007-10-19,150.00999,153.5,150.25,4037081,153.39999
2007-10-22,148.95,151.03,150.8,3701396,148.97
2007-10-23,150.53999,152.21001,152.09,2837261,151.60001
2007-10-24,149.11,151.98,151.71001,4609741,151.50999
2007-10-25,150.16,152.61,152.23,4293977,151.94
2007-10-26,152.19,153.89999,153.89999,2336789,153.38
2007-10-29,153.82001,154.7,154.39999,1974400,154.16
2007-10-30,153.14,154.03999,153.22,1889217,153.74001
2007-10-31,152.47,155.53999,155.13,3686416,154.19
2007-11-01,150.86,153.67,151.3,3797584,153.59
2007-11-02,149.49001,151.83,151.44,2723310,151.7
2007-11-05,149.25999,151.41,150.22,3874377,149.96001
2007-11-06,150.2,152.37,152.35001,1751979,151.14
2007-11-07,147.88,151.39999,148.27,2628273,150.63
2007-11-08,145.35001,148.64,147.39,4890474,148.25999
2007-11-09,145.16,147.78,145.37,4411542,145.92
2007-11-12,144.02,146.86,144.02,4495082,145.39999
2007-11-13,145.46001,148.55,148.23,2691757,145.47
2007-11-14,147.11,149.64999,147.77,1910228,149.41
2007-11-15,144.74001,147.74001,145.67999,4627520,147.00999
2007-11-16,144.8,146.69,146.2,4580982,146.58
2007-11-19,143.47,145.60001,144.03999,3367603,145.5
2007-11-20,142.39,145.78999,144.8,3976077,143.94
2007-11-21,141.86,144.14,141.86,3401367,143.31
2007-11-23,142.96001,144.60001,144.37,1191890,143.25
2007-11-26,140.97,145.14,141.11,2920702,144.66
2007-11-27,141.22,143.49001,142.98,2121463,142.00999
2007-11-28,144.38,147.75999,147.39999,2159467,144.38
2007-11-29,146.36,147.99001,147.48,2124769,146.92999
2007-11-30,147.64999,149.55,148.75,2670730,149.36
2007-12-03,147.56,148.67999,147.75999,1640400,148.39
2007-12-04,146.56,147.58,146.56,2782000,146.92
2007-12-05,148.12,149.31,149.19,3244400,148.19
2007-12-06,148.85001,151.48,151.17999,2233300,148.92999
2007-12-07,150.88,151.75,151.03,2320200,151.73
2007-12-10,151.15199,152.50999,152.41,1805300,151.56
2007-12-11,148.25,153.14999,148.39,2889000,152.42
2007-12-12,147.45,152.02,149.32001,3098500,151.85001
2007-12-13,147.59,149.66,149.50999,3225800,148.58
2007-12-14,147.3,149.38,147.3,1590900,148.39
2007-12-17,145.23,147.12,145.32001,1895200,146.89999
2007-12-18,144.28,146.73,146.24001,2648800,146.41
2007-12-19,145.22,147.14999,146.07001,2947000,146.25
2007-12-20,145.45,147.14999,147.10001,2795100,147.09
2007-12-21,148.14999,149.35001,149.03999,3189600,148.48
2007-12-24,149.59,150.53999,150.16,1092900,149.8
2007-12-26,149.58,150.67999,150.67,1726800,149.87
2007-12-27,144.75,149.35001,148.13,2708000,149.23
2007-12-28,147.17999,148.89999,147.60001,2620100,148.72
2007-12-31,146.38,147.61,146.74001,2923100,147.38
2008-01-02,144.21001,147.25,144.91,3629200,146.83
2008-01-03,144.42999,145.76221,144.72,1896800,145.22
2008-01-04,141.12,143.7,141.2,2294300,143.63
2008-01-07,140.39,142.49001,141.83,3724400,142.06
2008-01-08,138.89999,143.14999,139.21001,3036000,142.3
