caldt,vwretd,vwretx,totval,usdval,usdcnt,spindx,sprtrn
19800102,-0.020016,-0.020036,693250243,707416137,500,105.76,-0.020196
19800103,-0.004558,-0.004558,690312506,693250243,500,105.22,-0.005106
19800104,0.012308,0.01212,698274355,689912339,499,106.52,0.012355
19800107,0.003118,0.003074,700420584,698274355,499,106.81,0.002722
19800108,0.021196,0.021195,715266010,700420584,499,108.95,0.020036
19800109,-0.000244,-0.000318,714221882,714449060,498,109.05,0.000918
19800110,0.008331,0.00833,721152111,714221882,498,109.89,0.007703
19800111,0.000991,0.000977,721856827,721152111,499,109.92,0.000273
19800114,0.003513,0.003295,724235250,721856827,499,110.38,0.004185
19800115,0.00718,0.00708,729363130,724235250,499,111.14,0.006885
19800116,-0.000938,-0.000938,728680112,729363130,499,111.05,-0.00081
19800117,-0.003406,-0.003419,727481847,728680112,499,110.7,-0.003152
19800118,0.003572,0.003543,730059256,727481847,500,111.07,0.003342
19800121,0.009701,0.009647,737102880,730059256,500,112.1,0.009273
19800122,-0.005548,-0.00556,733032279,737102880,500,111.51,-0.005263
19800123,0.017748,0.017744,746039656,733032279,500,113.44,0.017308
19800124,0.001654,0.001638,747239091,746039656,500,113.7,0.002292
19800125,-0.000765,-0.000955,746525673,747239091,500,113.61,-0.000792
19800128,0.011111,0.010601,754439727,746525673,500,114.85,0.010915
19800129,-0.00598,-0.006313,749777810,754439727,500,114.07,-0.006791
19800130,0.010413,0.010196,757586830,749777810,500,115.2,0.009906
19800131,-0.009091,-0.009332,750494264,757586830,500,114.16,-0.009028
19800201,0.00906,0.008898,755965174,749284025,498,115.12,0.008409
19800204,-0.005178,-0.007063,747937758,753052258,497,114.37,-0.006515
19800205,0.002725,0.002467,752535395,747937758,498,114.66,0.002536
19800206,0.011094,0.010273,760266306,752535395,499,115.72,0.009245
19800207,0.004464,0.003984,763297100,760266306,499,116.28,0.004839
19800208,0.014556,0.014046,774020905,763297100,499,117.95,0.014362
19800211,-0.007286,-0.007409,768273526,774020905,499,117.12,-0.007037
19800212,0.007942,0.007942,774375640,768273526,499,117.9,0.00666
19800213,0.003401,0.003293,776926974,774375640,499,118.44,0.00458
19800214,-0.015224,-0.015369,767224224,776926974,499,116.72,-0.014522
19800215,-0.009371,-0.009859,759660351,767224224,500,115.41,-0.011223
19800219,-0.007096,-0.007303,754112630,759660351,500,114.6,-0.007018
19800220,0.016789,0.016544,766588914,754112630,500,116.47,0.016318
19800221,-0.010964,-0.01113,758057042,766588914,500,115.28,-0.010217
19800222,-0.001908,-0.001932,756597862,758057042,500,115.04,-0.002082
19800225,-0.013361,-0.014996,745251815,756597862,500,113.33,-0.014864
19800226,0.006659,0.006293,749997487,745251815,500,113.98,0.005735
19800227,-0.014352,-0.014475,739141923,749997487,500,112.38,-0.014038
19800228,0.000227,0.000113,739461768,739141923,500,112.35,-0.000267
19800229,0.011372,0.011133,747780101,739461768,500,113.66,0.01166
19800303,-0.009853,-0.010103,740225323,747780101,500,112.5,-0.010206
19800304,0.003319,0.002954,742412787,740225323,500,112.78,0.002489
19800305,-0.014687,-0.01473,731520138,742412787,500,111.13,-0.01463
19800306,-0.022095,-0.02224,715324631,731520138,500,108.65,-0.022316
19800307,-0.016974,-0.016991,703200961,715324631,500,106.9,-0.016107
19800310,-0.002588,-0.002956,701149727,703200961,500,106.51,-0.003648
19800311,0.012512,0.012006,709568012,701149727,500,107.78,0.011924
19800312,-0.008435,-0.00846,703773968,709568012,500,106.87,-0.008443
19800313,-0.011684,-0.011713,695530920,703773968,500,105.62,-0.011696
19800314,-0.001878,-0.00203,694190311,695530920,500,105.43,-0.001799
19800317,-0.029842,-0.02988,673479142,694190311,500,102.26,-0.030067
19800318,0.018741,0.018654,686040916,673479142,500,104.1,0.017993
19800319,0.002137,0.002132,687557803,686040916,500,104.31,0.002017
19800320,-0.012312,-0.012325,679083767,687557803,500,103.12,-0.011408
19800321,-0.006842,-0.00685,674439142,679083767,500,102.31,-0.007855
19800324,-0.029782,-0.02989,654286377,674439142,500,99.28,-0.029616
19800325,-0.000812,-0.001059,653873223,654286377,500,99.19,-0.000907
19800326,-0.005208,-0.005258,650435181,653873223,500,98.68,-0.005142
19800327,-0.003924,-0.004013,647289214,649892138,499,98.22,-0.004662
19800328,0.025133,0.024909,663580056,647289214,499,100.68,0.025046
19800331,0.014728,0.014721,672127528,661851716,498,102.09,0.014005
19800401,0.00013,7.5E-05,673568251,671873415,498,102.18,0.000882
19800402,0.005748,0.005724,677423955,673568251,499,102.68,0.004893
19800403,-0.004981,-0.005131,673948147,677423955,499,102.15,-0.005162
19800407,-0.019471,-0.019493,660811012,673948147,499,100.19,-0.019187
19800408,0.010947,0.010947,668039737,660811012,499,101.2,0.010081
19800409,0.020337,0.02025,681567824,668039737,499,103.11,0.018874
19800410,0.007344,0.007304,687055611,680640586,498,104.08,0.009407
19800411,-0.003076,-0.003107,684920927,687055611,499,103.79,-0.002786
19800414,-0.009335,-0.009548,678381325,684920927,499,102.84,-0.009153
19800415,-0.001177,-0.001268,677520908,678381325,499,102.63,-0.002042
19800416,-0.011765,-0.011772,669254242,677520908,499,101.54,-0.010621
19800417,-0.00429,-0.004487,666468911,669254242,499,101.05,-0.004826
19800418,-0.005098,-0.005134,663047361,666468911,499,100.55,-0.004948
19800421,-0.007213,-0.007297,658209025,663047361,499,99.8,-0.007459
19800422,0.036561,0.036548,682264950,658209025,499,103.43,0.036373
19800423,0.002606,0.002606,684044842,682264950,499,103.73,0.002901
19800424,0.007011,0.006996,690278152,684044842,499,104.4,0.006459
19800425,0.007916,0.007748,695625136,690278152,500,105.16,0.00728
19800428,0.004324,0.003808,698182110,695533792,499,105.64,0.004564
19800429,0.002754,0.002321,699883270,698182110,499,105.86,0.002083
19800430,0.003885,0.003608,702410163,699883270,500,106.29,0.004062
19800501,-0.007213,-0.00735,697247753,702410163,500,105.46,-0.007809
19800502,0.00145,0.001332,698179390,697247753,500,105.58,0.001138
19800505,0.008683,0.007097,703134390,698179390,500,106.38,0.007577
19800506,-0.000154,-0.000414,702936758,703134390,500,106.25,-0.001222
19800507,0.009074,0.008164,708687421,702936758,500,107.18,0.008753
19800508,-0.008943,-0.009677,701829876,708687421,500,106.13,-0.009797
19800509,-0.01295,-0.013439,692392380,701829876,500,104.72,-0.013286
19800512,0.000978,0.000616,692846294,692392380,500,104.78,0.000573
19800513,0.013843,0.013741,702838127,692846294,500,106.3,0.014507
19800514,0.005543,0.005464,706903770,702838127,500,106.85,0.005174
19800515,0.000777,0.000759,707440223,706903770,500,106.99,0.00131
19800516,0.004352,0.004068,710317907,707440223,500,107.35,0.003365
19800519,0.003215,0.002712,712249680,710317907,500,107.67,0.002981
19800520,-0.000565,-0.000704,711760192,712249680,500,107.62,-0.000464
19800521,0.001289,0.00103,712543610,711760192,500,107.72,0.000929
19800522,0.012938,0.012633,721622036,712543610,500,109.01,0.011975
19800523,0.016973,0.015442,733266355,721622036,500,110.62,0.014769
19800527,0.006755,0.006206,737832372,733266355,500,111.4,0.007051
19800528,0.006867,0.006855,742925590,737832372,500,112.06,0.005925
19800529,-0.016801,-0.016936,730345094,742925590,500,110.27,-0.015974
19800530,0.009082,0.008776,736800187,730345094,500,111.24,0.008797
19800602,-0.003407,-0.003893,733230470,736218700,499,110.76,-0.004315
19800603,-0.00254,-0.002677,731274451,733230470,499,110.51,-0.002257
19800604,0.019581,0.019468,746078510,731274451,499,112.61,0.019003
19800605,0.001189,0.001115,746913223,746078510,500,112.78,0.00151
19800606,0.003865,0.003837,749792620,746913223,500,113.2,0.003724
19800609,0.00451,0.00404,752935534,749792620,500,113.71,0.004505
19800610,0.009113,0.008722,759502340,752935534,500,114.66,0.008355
19800611,0.011948,0.01192,768562945,759502340,500,116.02,0.011861
19800612,-0.003375,-0.003495,765929492,768562945,500,115.52,-0.00431
19800613,0.001615,0.001517,767202860,765929492,500,115.81,0.00251
19800616,0.002585,0.002461,768762196,767202860,500,116.09,0.002418
19800617,-0.000554,-0.000615,767795254,768762196,500,116.03,-0.000517
19800618,0.002061,0.002061,768766968,767174634,499,116.26,0.001982
19800619,-0.014864,-0.014892,757344898,768766968,499,114.66,-0.013762
19800620,-0.004572,-0.004586,753897168,757344898,499,114.06,-0.005233
19800623,0.004504,0.004429,757337748,753897168,499,114.51,0.003945
19800624,0.005874,0.005662,761668751,757337748,499,115.14,0.005502
19800625,0.013702,0.013662,772063174,761668751,499,116.72,0.013722
19800626,-0.00403,-0.004103,770050577,772063174,499,116.19,-0.004541
19800627,-0.001851,-0.001999,768548068,770050577,500,116,-0.001635
19800630,-0.01554,-0.015586,756854493,768548068,500,114.24,-0.015172
19800701,0.006141,0.00608,761220217,756854493,500,114.93,0.00604
19800702,0.00651,0.00651,766190622,761220217,500,115.68,0.006526
19800703,0.015211,0.015021,777362580,765841294,499,117.46,0.015387
19800707,0.007218,0.007178,783394059,777362580,499,118.29,0.007066
19800708,-0.003462,-0.003462,780899609,783394059,500,117.84,-0.003804
19800709,0.001043,0.000964,781541250,780899609,500,117.98,0.001188
19800710,-0.008783,-0.008783,774676752,781541250,500,116.95,-0.00873
19800711,0.007664,0.00765,780603614,774676752,500,117.84,0.00761
19800714,0.019151,0.018921,795373744,780603614,500,120.01,0.018415
19800715,-0.006188,-0.006254,790736634,795373744,500,119.3,-0.005916
19800716,0.002451,0.002427,792655922,790736634,500,119.63,0.002766
19800717,0.016045,0.016031,805363938,792655922,500,121.44,0.01513
19800718,0.004036,0.00401,808594722,805363938,500,122.04,0.004941
19800721,0.003831,0.003788,811657704,808594722,500,122.51,0.003851
19800722,-0.002517,-0.002524,809618082,811657704,500,122.19,-0.002612
19800723,-0.001928,-0.001931,808070850,809618082,500,121.93,-0.002128
19800724,-0.001456,-0.001466,806885887,808070850,500,121.79,-0.001148
19800725,-0.008206,-0.008271,800231357,806885887,500,120.78,-0.008293
19800728,0.006344,0.005715,804806592,800231357,500,121.43,0.005382
19800729,0.008229,0.007823,811060356,804806592,500,122.4,0.007988
19800730,-0.000768,-0.000986,810260252,811060356,500,122.23,-0.001389
19800731,-0.004029,-0.004348,806826712,810260252,500,121.67,-0.004582
19800801,-0.003211,-0.003289,804270335,806826712,500,121.21,-0.003781
19800804,-0.001546,-0.00265,802071112,804199109,499,120.98,-0.001898
19800805,-0.001429,-0.001629,800874010,802071112,499,120.74,-0.001984
19800806,0.006886,0.006782,806393427,800874010,500,121.55,0.006709
19800807,0.016581,0.015088,818559251,806393427,500,123.3,0.014397
19800808,0.002104,0.001784,818650301,817225642,498,123.61,0.002514
19800811,0.010294,0.009756,827384667,818650301,498,124.78,0.009465
19800812,-0.00818,-0.008259,820564650,827384667,499,123.79,-0.007934
19800813,-0.003977,-0.004067,817198560,820564650,499,123.28,-0.00412
19800814,0.016197,0.016137,830384777,817198560,499,125.25,0.01598
19800815,0.003678,0.003645,833488281,830384777,499,125.72,0.003752
19800818,-0.01818,-0.018676,817931911,833488281,499,123.39,-0.018533
19800819,-0.006168,-0.006217,812937965,817931911,499,122.6,-0.006402
19800820,0.009735,0.009422,820154287,812528542,498,123.77,0.009543
19800821,0.014061,0.013949,830822564,818946597,497,125.46,0.013654
19800822,0.004432,0.004426,835754354,830822564,498,126.02,0.004464
19800825,-0.005617,-0.007095,829916659,835754354,499,125.16,-0.006824
19800826,-0.002277,-0.002579,827780172,829916659,499,124.84,-0.002557
19800827,-0.01086,-0.010872,818988904,827780172,499,123.52,-0.010574
19800828,-0.011492,-0.011572,810744082,818988904,499,122.08,-0.011658
19800829,0.003053,0.002667,812980237,810744082,500,122.38,0.002457
19800902,0.011418,0.011127,821046396,812010972,498,123.74,0.011113
19800903,0.019456,0.019343,838196835,821046396,498,126.12,0.019234
19800904,-0.005817,-0.006,833187400,838196835,500,125.42,-0.00555
19800905,-0.00411,-0.004133,829744175,833187400,500,124.88,-0.004306
19800908,-0.012798,-0.012982,819087953,829633212,499,123.31,-0.012572
19800909,0.006982,0.006501,824562231,819087953,499,124.07,0.006163
19800910,0.006345,0.006235,829670838,824562231,499,124.81,0.005964
19800911,0.00665,0.006624,835166575,829670838,499,125.66,0.00681
19800912,-0.00096,-0.001098,834844015,835166575,499,125.54,-0.000955
19800915,0.001049,0.000917,835655722,834844015,499,125.67,0.001036
19800916,0.009537,0.009106,843322337,835655722,499,126.74,0.008514
19800917,0.016938,0.016938,857764796,843322337,499,128.87,0.016806
19800918,-0.003899,-0.00396,854366563,857764796,499,128.4,-0.003647
19800919,0.006615,0.006609,860252216,854333817,498,129.25,0.00662
19800922,0.009215,0.009205,868172585,860252216,498,130.4,0.008897
19800923,-0.007239,-0.007303,861832459,868172585,498,129.43,-0.007439
19800924,0.007482,0.00727,868098087,861832459,498,130.37,0.007263
19800925,-0.012985,-0.013038,856797646,868098087,498,128.72,-0.012656
19800926,-0.018743,-0.018768,839461353,855514084,497,126.35,-0.018412
19800929,-0.021979,-0.022115,824348292,839461353,497,123.54,-0.02224
19800930,0.015651,0.015612,837757103,824348292,498,125.46,0.015542
19801001,0.013939,0.013921,848899934,837244295,497,127.13,0.013311
19801002,0.007126,0.007105,855667660,848781309,496,128.09,0.007551
19801003,0.010128,0.010128,864333615,855667660,498,129.33,0.009681
19801006,0.018189,0.017937,879951169,864333615,498,131.73,0.018557
19801007,-0.005467,-0.005467,875140472,879951169,499,131,-0.005542
19801008,0.005028,0.004957,879478630,875140472,499,131.65,0.004962
19801009,-0.004717,-0.004717,875330032,879478630,499,131.04,-0.004633
19801010,-0.005546,-0.005646,870449262,875330032,499,130.29,-0.005723
19801013,0.013262,0.013262,881993591,870449262,499,132.03,0.013355
19801014,-0.000265,-0.000354,881681771,881993591,499,132.02,-7.6E-05
19801015,0.013501,0.0135,893585516,881681771,499,133.7,0.012725
19801016,-0.012334,-0.012345,882554253,893585516,499,132.22,-0.01107
19801017,-0.004765,-0.004788,878307814,882554253,499,131.52,-0.005294
19801020,0.008375,0.008259,885453289,878200596,498,132.61,0.008288
19801021,-0.006239,-0.006272,879900099,885453289,498,131.84,-0.005807
19801022,0.000581,0.000578,880587333,879900099,498,131.92,0.000607
19801023,-0.018175,-0.018175,864608113,880587333,499,129.53,-0.018117
19801024,0.002809,0.002766,866379007,864608113,499,129.85,0.00247
19801027,-0.015076,-0.015308,853153597,866379007,499,127.88,-0.015171
19801028,0.001419,0.00096,853999962,853153597,499,128.05,0.001329
19801029,-0.000932,-0.000932,852972410,853750653,498,127.91,-0.001093
19801030,-0.013289,-0.013347,841596386,852972410,498,126.29,-0.012665
19801031,0.011214,0.009732,849964314,841596386,498,127.47,0.009344
19801103,0.013636,0.012893,859382579,848319275,496,129.04,0.012317
19801105,0.019406,0.017846,872883516,857558207,495,131.33,0.017746
19801106,-0.018558,-0.018981,860733954,872883516,495,128.91,-0.018427
19801107,0.003207,0.002995,863329348,860733954,498,129.18,0.002094
19801110,0.002718,0.00241,865409783,863329348,498,129.48,0.002322
19801111,0.01339,0.01339,877002805,865409783,498,131.26,0.013747
19801112,0.025655,0.025621,899473422,877002805,498,134.59,0.02537
19801113,0.014068,0.014067,912441206,899473422,498,136.49,0.014117
19801114,0.004926,0.004731,916751189,912441206,498,137.15,0.004836
19801117,0.004974,0.004587,920282801,916080495,496,137.75,0.004375
19801118,0.014502,0.014293,933436740,920282801,496,139.7,0.014156
19801119,-0.005184,-0.005461,929021493,933436740,496,139.06,-0.004581
19801120,0.010409,0.009387,939871019,929021493,498,140.4,0.009636
19801121,-0.008498,-0.008838,931731390,939871019,500,139.11,-0.009188
19801124,-0.004496,-0.005042,924575951,929162829,497,138.31,-0.005751
19801125,0.007517,0.007403,929425572,922063816,494,139.33,0.007375
19801126,0.005629,0.005542,938818031,929425572,495,140.17,0.006029
19801128,0.002451,0.002344,941031406,938818031,499,140.52,0.002497
19801201,-0.023454,-0.023779,918654849,941031406,499,137.21,-0.023555
19801202,-0.000658,-0.001086,917685484,918654849,499,136.97,-0.001749
19801203,-0.00217,-0.002205,915695528,917685484,499,136.71,-0.001898
19801204,-0.001412,-0.001497,912843921,914155668,498,136.48,-0.001682
19801205,-0.019476,-0.019484,895926502,912843921,498,134.03,-0.017951
19801208,-0.023494,-0.023715,875088191,895926502,498,130.61,-0.025517
19801209,-0.00111,-0.001433,875307005,875088191,498,130.48,-0.000995
19801210,-0.016588,-0.016597,860797688,875307005,499,128.26,-0.017014
19801211,-0.007036,-0.007081,854851423,860538617,497,127.36,-0.007017
19801212,0.015125,0.01495,867766054,854851423,498,129.23,0.014683
19801215,0.001121,0.000982,868627069,867766054,499,129.45,0.001702
19801216,0.009838,0.009734,877089428,868627069,499,130.6,0.008884
19801217,0.01726,0.01726,892235884,877089428,499,132.89,0.017534
19801218,0.000446,0.000414,893359417,892235884,499,133,0.000828
19801219,0.005794,0.005776,898523229,893359417,500,133.7,0.005263
19801222,0.015145,0.015119,912107604,898523229,500,135.78,0.015557
19801223,-0.003415,-0.003494,908925485,912107604,500,135.3,-0.003535
19801224,0.004504,0.004301,913000764,908925485,500,135.88,0.004287
19801226,0.005316,0.005207,917906204,913000764,500,136.57,0.005078
19801229,-0.01109,-0.011206,907620086,917906204,500,135.03,-0.011276
19801230,0.0025,0.0025,909955594,907620086,500,135.33,0.002222
19801231,0.003146,0.003146,919424016,909955594,500,135.76,0.003177
19810102,0.004645,0.004609,923662401,919424016,500,136.34,0.004272
19810105,0.011631,0.011401,934193120,923662401,500,137.97,0.011955
19810106,0.001732,0.001726,935805250,934193120,500,138.12,0.001087
19810107,-0.022299,-0.022299,914937981,935805250,500,135.08,-0.02201
19810108,-0.014673,-0.014674,901511879,914937981,500,133.06,-0.014954
19810109,0.003567,0.003504,904671052,901511879,500,133.48,0.003156
19810112,-1E-04,-0.000191,904497936,904671052,500,133.52,0.0003
19810113,-0.001519,-0.001533,903111675,904497936,500,133.29,-0.001723
19810114,0.001324,0.00125,904240262,903111675,500,133.47,0.00135
19810115,0.005244,0.005244,908982317,904240262,500,134.22,0.005619
19810116,0.004648,0.004637,913181148,908982317,500,134.77,0.004098
19810119,-0.002951,-0.003085,910364215,913181148,500,134.37,-0.002968
19810120,-0.020614,-0.020653,891562022,910364215,500,131.65,-0.020243
19810121,-0.002231,-0.002231,889572689,891562022,500,131.36,-0.002203
19810122,-0.008085,-0.008088,882377448,889572689,500,130.26,-0.008374
19810123,0.000147,8.7E-05,882450671,882377448,500,130.23,-0.00023
19810126,-0.00347,-0.003624,879252530,882450671,500,129.84,-0.002995
19810127,0.011213,0.010693,888716329,879252530,500,131.12,0.009858
19810128,-0.00597,-0.006166,883921451,888716329,500,130.34,-0.005949
19810129,-0.00088,-0.00088,883143676,883921451,500,130.24,-0.000767
19810130,-0.004918,-0.004997,878958424,883100142,499,129.55,-0.005298
19810202,-0.0194,-0.020806,860671216,878958424,499,126.91,-0.020378
19810203,0.013638,0.012727,871625274,860671216,499,128.46,0.012213
19810204,0.001049,0.00064,872201939,871625274,499,128.59,0.001012
19810205,0.008967,0.00812,879284525,872201939,499,129.63,0.008088
19810206,0.008564,0.008046,886151310,879197837,498,130.6,0.007483
19810209,-0.009796,-0.010036,877348505,886151310,498,129.27,-0.010184
19810210,-0.000474,-0.000533,876894647,877348505,499,129.24,-0.000232
19810211,-0.007421,-0.007546,870277359,876894647,499,128.24,-0.007738
19810212,-0.006127,-0.006127,864963225,870277359,499,127.48,-0.005926
19810213,-0.00247,-0.003116,862270017,864963225,499,126.98,-0.003922
19810217,0.006435,0.006162,867662048,862270017,499,127.81,0.006536
19810218,0.005352,0.005325,872282469,867662048,499,128.48,0.005242
19810219,-0.014476,-0.014773,859067421,872282469,499,126.61,-0.014555
19810220,-0.00032,-0.000353,858763857,859067421,499,126.58,-0.000237
19810223,0.006874,0.005479,862928740,858226749,498,127.35,0.006083
19810224,0.001403,0.00089,864273979,862928740,498,127.39,0.000314
19810225,0.009316,0.009236,872260050,864273979,499,128.52,0.00887
19810226,0.011806,0.011753,883722332,872260050,499,130.1,0.012294
19810227,0.008989,0.008944,892332358,883722332,500,131.27,0.008993
19810302,0.006444,0.005854,897822586,892332358,500,132.01,0.005637
19810303,-0.010522,-0.010896,888076378,897822586,500,130.56,-0.010984
19810304,0.002485,0.00237,890189686,888076378,500,130.86,0.002298
19810305,-0.006679,-0.006764,884168272,890189686,500,129.93,-0.007107
19810306,-0.000794,-0.000827,883455309,884168272,500,129.85,-0.000616
19810309,0.009919,0.009635,892282587,883455309,500,131.12,0.009781
19810310,-0.00438,-0.004725,888051173,892282587,500,130.46,-0.005034
19810311,-0.003625,-0.003778,884700024,888051173,500,129.95,-0.003909
19810312,0.025467,0.025443,906285919,883798226,499,133.19,0.024933
19810313,-0.001989,-0.002113,906045740,906285919,499,133.11,-0.000601
19810316,0.011912,0.011859,915859503,905222226,499,134.68,0.011795
19810317,-0.005384,-0.005447,911727080,915859503,499,133.92,-0.005643
19810318,0.002131,0.002131,913684687,911727080,500,134.22,0.00224
19810319,-0.006358,-0.006396,907440947,913230623,499,133.46,-0.005662
19810320,0.005342,0.005342,912289591,907440947,499,134.08,0.004646
19810323,0.012209,0.012198,921297485,910204181,498,135.69,0.012008
19810324,-0.007729,-0.007807,916477996,921297485,498,134.67,-0.007517
19810325,0.018266,0.018051,930598301,914097909,498,137.11,0.018118
19810326,-0.006035,-0.006074,924947405,930598301,498,136.27,-0.006126
19810327,-0.011479,-0.011504,914321646,924947405,498,134.65,-0.011888
19810330,-0.00224,-0.002376,912149480,914321646,498,134.28,-0.002748
19810331,0.011865,0.011807,922348296,911398026,497,136,0.012809
19810401,0.004563,0.00454,927381564,922348296,497,136.57,0.004191
19810402,-0.001656,-0.0017,928918423,927381564,498,136.32,-0.001831
19810403,-0.0056,-0.005631,923702018,928918423,500,135.49,-0.006089
19810406,-0.011767,-0.011899,912711277,923702018,500,133.93,-0.011514
19810407,-0.000505,-0.000505,912250283,912711277,500,133.91,-0.000149
19810408,0.003129,0.0031,915077210,912250283,500,134.31,0.002987
19810409,0.00335,0.00327,918069447,915077210,500,134.67,0.00268
19810410,-0.001223,-0.00137,916814014,918069447,500,134.51,-0.001188
19810413,-0.009938,-0.010013,907633969,916814014,500,133.15,-0.010111
19810414,-0.00347,-0.00347,904484067,907633969,500,132.68,-0.00353
19810415,0.010869,0.010869,914314962,904484067,500,134.17,0.01123
19810416,0.003728,0.003728,915392714,911900874,499,134.7,0.00395
19810420,0.006227,0.006056,920274609,912318548,498,135.45,0.005568
19810421,-0.009179,-0.009198,915175653,920274609,499,134.23,-0.009007
19810422,-0.000579,-0.000579,914644753,915175653,500,134.14,-0.00067
19810423,-0.001299,-0.001299,913456457,914644753,500,133.94,-0.001491
19810424,0.008844,0.008775,920011888,912009389,499,135.14,0.008959
19810427,0.003527,0.00306,922827324,920011888,499,135.48,0.002516
19810428,-0.008522,-0.008885,914631999,922827324,499,134.33,-0.008488
19810429,-0.009654,-0.009746,905717704,914631999,499,133.05,-0.009529
19810430,-0.001088,-0.001125,904043755,905044356,498,132.81,-0.001804
19810501,-0.001551,-0.001625,902575285,904043755,498,132.72,-0.000678
19810504,-0.013702,-0.014999,889075152,902575285,498,130.67,-0.015446
19810505,-0.002607,-0.002942,886459593,889075152,498,130.32,-0.002679
19810506,0.004021,0.003742,889309076,885998731,497,130.78,0.00353
19810507,0.007843,0.007137,895658362,889309076,497,131.67,0.006805
19810508,5.4E-05,-0.000182,895495038,895658362,497,131.66,-7.6E-05
19810511,-0.014661,-0.015941,881219907,895495038,497,129.71,-0.014811
19810512,0.008949,0.008849,889035370,881219907,497,130.72,0.007787
19810513,-0.001816,-0.001886,887367456,889035370,497,130.55,-0.0013
19810514,0.005468,0.005408,896640714,887367456,497,131.28,0.005592
19810515,0.007335,0.007203,902188646,896004164,499,132.17,0.006779
19810518,0.00278,0.002241,904240379,902188646,499,132.54,0.002799
19810519,-0.002811,-0.00299,901833741,904240379,499,132.09,-0.003395
19810520,-0.000282,-0.000539,901348844,901833741,499,132,-0.000681
19810521,-0.001724,-0.001777,899764075,901348844,499,131.75,-0.001894
19810522,-0.001445,-0.002953,897119376,899764075,499,131.33,-0.003188
19810526,0.011587,0.011147,907160264,897119376,499,132.77,0.010965
19810527,0.007022,0.006959,907168393,901376486,498,133.77,0.007532
19810528,-0.002205,-0.002274,905181444,907168393,498,133.45,-0.002392
19810529,-0.005323,-0.005387,905985939,905181444,498,132.59,-0.006444
19810601,-0.001037,-0.001465,903015794,904321242,498,132.41,-0.001358
19810602,-0.013433,-0.013644,892359784,903015794,498,130.62,-0.013519
19810603,0.000822,0.000725,893104891,892359784,499,130.71,0.000689
19810604,0.002173,0.00182,892898934,891344398,498,130.96,0.001913
19810605,0.010655,0.010643,902403077,892898934,498,132.22,0.009621
19810608,1.7E-05,-0.000239,902188228,902403077,498,132.24,0.000151
19810609,-0.002045,-0.002532,899926386,902188228,498,131.97,-0.002042
19810610,0.002859,0.002797,902761300,899926386,498,132.32,0.002652
19810611,0.011087,0.010975,912658004,902761300,498,133.75,0.010807
19810612,-0.001141,-0.001263,910881901,912030696,497,133.49,-0.001944
19810615,0.000469,0.000376,911242299,910881901,497,133.61,0.000899
19810616,-0.011134,-0.011193,901129649,911242299,497,132.15,-0.010927
19810617,0.009285,0.009285,909558628,901129649,497,133.32,0.008854
19810618,-0.012962,-0.012978,898636048,909558628,497,131.64,-0.012601
19810619,0.00464,0.00464,902789347,898636048,498,132.27,0.004786
19810622,-0.002557,-0.002614,901954968,902789347,498,131.95,-0.002419
19810623,0.01073,0.010677,911587847,901954968,498,133.35,0.01061
19810624,-0.005078,-0.005317,903024394,907713839,497,132.66,-0.005174
19810625,0.001511,0.001457,900483172,896337322,496,132.81,0.001131
19810626,-0.002796,-0.002894,906404495,897946935,497,132.56,-0.001882
19810629,-0.005667,-0.005778,904519370,906404495,499,131.89,-0.005054
19810630,-0.0052,-0.005223,900244202,904519370,500,131.21,-0.005156
19810701,-0.010331,-0.010369,890910078,900244202,500,129.77,-0.010975
19810702,-0.008937,-0.008947,882750848,890695132,499,128.64,-0.008708
19810706,-0.009245,-0.009465,871272386,877863532,496,127.37,-0.009873
19810707,0.006381,0.006354,881389577,871272386,497,128.24,0.00683
19810708,0.000739,0.000739,882113367,881389577,498,128.32,0.000624
19810709,0.007305,0.007233,888493449,882113367,498,129.3,0.007637
19810710,0.000219,0.000219,888689232,888493449,498,129.37,0.000541
19810713,0.002275,0.002161,890416459,888496774,497,129.64,0.002087
19810714,0.000664,0.000578,891105190,890416459,497,129.65,7.7E-05
19810715,0.003671,0.003667,894385168,891105190,498,130.25,0.004628
19810716,0.001275,0.001274,895565504,894385168,498,130.34,0.000691
19810717,0.003512,0.003512,898713713,895565504,498,130.76,0.003222
19810720,-0.01541,-0.015566,884724405,898713713,498,128.72,-0.015601
19810721,-0.003414,-0.003421,881711387,884724405,498,128.34,-0.002952
19810722,-0.009238,-0.009238,873565859,881711387,498,127.13,-0.009428
19810723,0.002399,0.002399,875671810,873565859,498,127.4,0.002124
19810724,0.009227,0.009154,883687387,875671810,498,128.46,0.00832
19810727,0.01044,0.010196,892697154,883687387,498,129.9,0.01121
19810728,-0.00547,-0.005729,887582875,892697154,498,129.14,-0.005851
19810729,0.000616,0.000389,887928175,887582875,498,129.16,0.000155
19810730,0.006229,0.006175,894686210,887928175,498,130.01,0.006581
19810731,0.007728,0.00764,901729014,894686210,499,130.92,0.006999
19810803,-0.002409,-0.003759,898339091,901729014,499,130.48,-0.003361
19810804,0.006042,0.00534,901116516,896327350,498,131.18,0.005365
19810805,0.011345,0.011344,911338824,901116516,498,132.67,0.011358
19810806,0.000265,-0.000408,910966932,911338824,498,132.64,-0.000226
19810807,-0.005295,-0.006381,906284146,910966932,498,131.75,-0.00671
