caldt,vwretd,vwretx,totval,usdval,usdcnt,spindx,sprtrn
19840702,-4.6E-05,-6.6E-05,1099650490,1099723410,497,153.2,0.000131
19840703,0.003958,0.003747,1103770000,1099650490,497,153.7,0.003264
19840705,-0.006455,-0.006493,1096603750,1103770000,497,152.76,-0.006116
19840706,-0.003593,-0.003593,1092663360,1096603750,497,152.24,-0.003404
19840709,0.00823,0.008116,1101531530,1092663360,497,153.36,0.007357
19840710,-0.003147,-0.003168,1097993210,1101531530,497,152.89,-0.003065
19840711,-0.01521,-0.015223,1081547820,1097993210,497,150.56,-0.01524
19840712,-0.003451,-0.003451,1077819760,1081547820,497,150.03,-0.00352
19840713,0.005408,0.005404,1083644570,1077819760,497,150.88,0.005666
19840716,0.005012,0.004826,1088874380,1083644570,497,151.6,0.004772
19840717,0.004864,0.004859,1094164730,1088874380,497,152.38,0.005145
19840718,-0.006138,-0.006154,1087431180,1094164730,497,151.4,-0.006431
19840719,-0.007173,-0.007206,1084334790,1087431180,497,150.37,-0.006803
19840720,-0.005071,-0.005101,1078809650,1084334790,500,149.55,-0.005453
19840723,-0.004004,-0.004074,1074415140,1078809650,500,148.95,-0.004012
19840724,-0.007301,-0.007344,1066526680,1074415140,500,147.82,-0.007586
19840725,0.006724,0.006672,1073668690,1066526680,500,148.83,0.006833
19840726,0.008562,0.008408,1082695780,1073668690,500,150.08,0.008399
19840727,0.007468,0.00737,1090681410,1082695780,500,151.19,0.007396
19840730,-0.005718,-0.006148,1083976040,1090681410,500,150.19,-0.006614
19840731,0.003709,0.00334,1087618390,1083976040,500,150.66,0.003129
19840801,0.022755,0.022449,1112040250,1087618390,500,154.08,0.0227
19840802,0.025334,0.025074,1139923880,1112040250,500,157.99,0.025376
19840803,0.028503,0.028417,1172378080,1139923880,500,162.35,0.027597
19840806,0.002267,0.001357,1173970780,1172378080,500,162.6,0.00154
19840807,0.001313,0.000558,1172112310,1171458270,499,162.71,0.000677
19840808,-0.005523,-0.006131,1164925670,1172112310,499,161.75,-0.0059
19840809,0.023636,0.023289,1192226070,1164925670,499,165.54,0.023431
19840810,-9.6E-05,-0.000512,1191615840,1192226070,499,165.42,-0.000725
19840813,0.00024,-2.8E-05,1191605790,1191615840,499,165.43,6E-05
19840814,-0.006546,-0.006638,1183696330,1191605790,499,164.42,-0.006105
19840815,-0.009218,-0.009233,1172760200,1183696330,499,162.8,-0.009853
19840816,0.006324,0.006087,1181010950,1172760200,499,163.77,0.005958
19840817,0.001696,0.001694,1182954050,1181010950,500,164.14,0.002259
19840820,0.005328,0.004889,1188633970,1182954050,500,164.94,0.004874
19840821,0.017528,0.017516,1209454510,1188633970,500,167.83,0.017522
19840822,-0.004629,-0.004697,1203773460,1209454510,500,167.06,-0.004588
19840823,0.00078,0.000759,1204617950,1203773460,500,167.12,0.000359
19840824,0.001889,0.001889,1206895020,1204617950,500,167.51,0.002334
19840827,-0.005466,-0.005928,1199754410,1206895020,500,166.44,-0.006388
19840828,0.005832,0.00534,1206184160,1199754410,500,167.4,0.005768
19840829,-0.001522,-0.001539,1204077300,1206184160,500,167.1,-0.001792
19840830,-0.003531,-0.00355,1199683930,1204077300,500,166.6,-0.002992
19840831,0.001015,0.000668,1200703690,1199683930,500,166.68,0.00048
19840904,-0.010174,-0.010478,1188140630,1200703690,500,164.88,-0.010799
19840905,-0.003499,-0.003519,1184086010,1188140630,500,164.29,-0.003578
19840906,0.008356,0.008242,1195008580,1184086010,500,165.65,0.008278
19840907,-0.007693,-0.007748,1185885240,1195008580,500,164.37,-0.007727
19840910,4.3E-05,-0.000439,1185030470,1185568450,499,164.26,-0.000669
19840911,0.001212,0.00093,1186166230,1185030470,499,164.45,0.001157
19840912,0.001395,0.001395,1187816110,1186166230,499,164.68,0.001399
19840913,0.019929,0.019897,1211961870,1187816110,499,167.94,0.019796
19840914,0.004886,0.004816,1217769630,1211961870,500,168.78,0.005002
19840917,0.000771,0.000608,1218535470,1217769630,500,168.87,0.000533
19840918,-0.006624,-0.006764,1210453790,1218535470,500,167.65,-0.007224
19840919,-0.00465,-0.004654,1204836210,1210453790,500,166.94,-0.004235
19840920,0.003148,0.003127,1208855810,1204836210,500,167.47,0.003175
19840921,-0.010267,-0.010267,1196477360,1208855810,500,165.67,-0.010748
19840924,-0.001631,-0.002866,1192432920,1196068010,499,165.28,-0.002354
19840925,0.002465,0.002262,1195153170,1192432920,499,165.62,0.002057
19840926,0.003653,0.00363,1199547580,1195153170,499,166.28,0.003985
19840927,0.004025,0.003935,1203048710,1199547580,499,166.96,0.004089
19840928,-0.004937,-0.004937,1197100670,1203048710,499,166.1,-0.005151
19841001,-0.008525,-0.008877,1180529250,1190984980,497,164.62,-0.00891
19841002,-0.006505,-0.006558,1173224440,1180529250,497,163.59,-0.006257
19841003,-0.006659,-0.006781,1165269150,1173224440,498,162.44,-0.00703
19841004,0.002571,0.002536,1170409490,1165269150,498,162.92,0.002955
19841005,-0.001631,-0.001653,1168474250,1170409490,500,162.68,-0.001473
19841008,-0.003524,-0.003524,1164352570,1168474250,500,162.13,-0.003381
19841009,-0.002313,-0.002411,1161544820,1164352570,500,161.67,-0.002837
19841010,0.00297,0.002965,1164988820,1161544820,500,162.11,0.002722
19841011,0.003808,0.003795,1169409580,1164988820,500,162.78,0.004133
19841012,0.00877,0.008733,1179696700,1169409580,500,164.18,0.008601
19841015,0.009888,0.009751,1191108530,1179696700,500,165.77,0.009684
19841016,-0.005293,-0.005308,1184786490,1191108530,500,164.78,-0.005972
19841017,-0.003844,-0.003844,1180287090,1184786490,500,164.14,-0.003884
19841018,0.02372,0.02372,1207827550,1179785810,499,168.1,0.024126
19841019,-0.000419,-0.000475,1204551610,1205123790,497,167.96,-0.000833
19841022,-0.00367,-0.003751,1200032790,1204551610,497,167.36,-0.003572
19841023,-0.001642,-0.001671,1198027390,1200032790,497,167.09,-0.001613
19841024,0.000512,0.000512,1198640300,1198027390,497,167.2,0.000658
19841025,-0.005419,-0.005486,1194650090,1198640300,497,166.31,-0.005323
19841026,-0.006078,-0.006234,1187205220,1194650090,500,165.29,-0.006133
19841029,-0.00264,-0.003023,1183615690,1187205220,500,164.78,-0.003085
19841030,0.013315,0.012808,1198775180,1183615690,500,166.84,0.012502
19841031,-0.003603,-0.004559,1193390380,1198775180,500,166.09,-0.004495
19841101,0.008352,0.008181,1203153980,1193390380,500,167.49,0.008429
19841102,0.000837,-0.000343,1202748100,1203153980,500,167.42,-0.000418
19841105,0.007472,0.007161,1211385100,1202748100,500,168.58,0.006929
19841106,0.010823,0.010823,1224495320,1211385100,500,170.41,0.010855
19841107,-0.007412,-0.007522,1215258790,1224495320,500,169.17,-0.007277
19841108,-0.002529,-0.003159,1212734310,1215258790,500,168.68,-0.002896
19841109,-0.006143,-0.006374,1203885090,1212061720,499,167.6,-0.006403
19841112,-0.00139,-0.00139,1203008760,1203885090,499,167.36,-0.001432
19841113,-0.007969,-0.008158,1193197450,1203008760,500,165.97,-0.008305
19841114,0.000222,7.5E-05,1193297620,1193197450,500,165.99,0.000121
19841115,-0.000778,-0.000822,1189308970,1190286940,499,165.89,-0.000602
19841116,-0.009705,-0.010208,1180177660,1189308970,499,164.1,-0.01079
19841119,-0.006339,-0.006429,1171749970,1179293280,499,163.1,-0.006094
19841120,0.006683,0.006667,1179546360,1171749970,499,164.18,0.006622
19841121,0.00284,0.002793,1181199010,1177908810,498,164.52,0.002071
19841123,0.01412,0.014033,1198639470,1179556490,497,166.92,0.014588
19841126,-0.00772,-0.008267,1188730490,1198639470,500,165.55,-0.008208
19841127,0.005572,0.005126,1193863310,1188730490,500,166.29,0.00447
19841128,-0.008012,-0.008071,1184227390,1193863310,500,165.02,-0.007637
19841129,-0.006723,-0.006751,1176232290,1184227390,500,163.91,-0.006726
19841130,-0.001746,-0.001988,1173894250,1176232290,500,163.58,-0.002013
19841203,-0.004447,-0.004863,1168185500,1173894250,500,162.82,-0.004646
19841204,0.00313,0.002864,1171530800,1168185500,500,163.38,0.003439
19841205,-0.007266,-0.007344,1161787180,1171530800,500,162.1,-0.007834
19841206,0.003837,0.003754,1166803090,1161787180,500,162.76,0.004072
19841207,-0.002458,-0.002568,1163840740,1166803090,500,162.26,-0.003072
19841210,0.003831,0.003477,1168031890,1163840740,500,162.83,0.003513
19841211,0.001669,0.001319,1170722670,1168031890,500,163.07,0.001474
19841212,-0.002675,-0.002692,1167438370,1170722670,500,162.63,-0.002698
19841213,-0.004757,-0.004784,1161741270,1167438370,500,161.81,-0.005042
19841214,0.005296,0.005269,1167049580,1161741270,500,162.69,0.005438
19841217,0.006212,0.006154,1174436110,1167049580,500,163.61,0.005655
19841218,0.027226,0.0271,1206394330,1174436110,500,168.11,0.027504
19841219,-0.005357,-0.005389,1200181440,1206394330,500,167.16,-0.005651
19841220,-0.004415,-0.004422,1194300250,1199314780,499,166.38,-0.004666
19841221,-0.00401,-0.004254,1189405270,1194300250,499,165.51,-0.005229
19841224,0.007842,0.006707,1197398520,1189405270,499,166.76,0.007552
19841226,-0.001793,-0.001891,1194260590,1196523140,498,166.47,-0.001739
19841227,-0.004529,-0.004562,1189617360,1194260590,498,165.75,-0.004325
19841228,0.002936,0.002694,1192767930,1189617360,499,166.26,0.003077
19841231,0.00566,0.005635,1197609540,1192767930,499,167.24,0.005894
19850102,-0.010744,-0.010745,1184741320,1197609540,499,165.37,-0.011182
19850103,-0.004785,-0.004788,1179133170,1184741320,499,164.57,-0.004838
19850104,-0.005187,-0.005501,1172646800,1179133170,499,163.68,-0.005408
19850107,0.003317,0.003253,1176448450,1172646800,499,164.24,0.003421
19850108,-0.00103,-0.001035,1175231120,1176448450,499,163.99,-0.001522
19850109,0.007315,0.007231,1183715460,1175231120,499,165.18,0.007257
19850110,0.019022,0.019022,1206755410,1183715460,499,168.31,0.018949
19850111,-0.002398,-0.002413,1203773430,1206755410,500,167.91,-0.002377
19850114,0.015344,0.015181,1222047630,1203773430,500,170.51,0.015484
19850115,0.00177,0.001768,1224197000,1222047630,500,170.8,0.001701
19850116,0.002445,0.002429,1227170700,1224197000,500,171.19,0.002283
19850117,-0.002838,-0.002838,1223850750,1227170700,500,170.73,-0.002687
19850118,0.003098,0.003032,1227560970,1223850750,500,171.32,0.003456
19850121,0.023064,0.023064,1255873010,1227560970,500,175.23,0.022823
19850122,0.00131,0.001282,1254538580,1252932700,499,175.48,0.001427
19850123,0.010966,0.010966,1268128950,1254538580,499,177.3,0.010372
19850124,-0.003434,-0.003502,1263688390,1268128950,499,176.71,-0.003328
19850125,0.003634,0.003588,1268222660,1263688390,499,177.35,0.003622
19850128,0.001222,0.000825,1268606670,1267561280,498,177.39,0.000226
19850129,0.010368,0.010022,1281320900,1268606670,498,179.18,0.010091
19850130,0.001146,0.000992,1282595590,1281320900,498,179.39,0.001172
19850131,0.00122,0.000943,1285818410,1282595590,498,179.63,0.001338
19850201,-0.005485,-0.005596,1278635320,1285818410,500,178.63,-0.005567
19850204,0.010837,0.009702,1290595080,1278164590,499,180.35,0.009629
19850205,0.00195,0.001777,1292890510,1290595080,499,180.61,0.001442
19850206,-0.00039,-0.001001,1291596620,1292890510,499,180.43,-0.000997
19850207,0.007951,0.007538,1302407940,1291596620,499,181.82,0.007704
19850208,0.002464,0.002141,1305197310,1302407940,500,182.19,0.002035
19850211,-0.008787,-0.009163,1293052900,1305197310,500,180.51,-0.009221
19850212,7.3E-05,7.3E-05,1293147000,1293052900,500,180.56,0.000277
19850213,0.016033,0.015737,1313301460,1293147000,500,183.35,0.015452
19850214,-0.004939,-0.004978,1306859890,1313301460,500,182.41,-0.005127
19850215,-0.005007,-0.005318,1299911320,1306859890,500,181.6,-0.004441
19850219,-0.000911,-0.001026,1298773120,1299911320,500,181.33,-0.001487
19850220,-0.000655,-0.000679,1297872400,1298773120,500,181.18,-0.000827
19850221,-0.005581,-0.005648,1290541970,1297872400,500,180.19,-0.005464
19850222,-0.004071,-0.004354,1284787860,1290541970,500,179.36,-0.004606
19850225,-4.7E-05,-0.000606,1284009670,1284787860,500,179.23,-0.000725
19850226,0.010466,0.010323,1297264200,1284009670,500,181.17,0.010824
19850227,-0.00207,-0.002112,1294492350,1297264200,500,180.71,-0.002539
19850228,0.002608,0.002369,1297564690,1294492350,500,181.19,0.002656
19850301,0.011528,0.011402,1312359690,1297564690,500,183.23,0.011259
19850304,-0.006302,-0.006486,1303886190,1312359690,500,182.06,-0.006385
19850305,0.001364,0.001039,1305156940,1303886190,500,182.23,0.000934
19850306,-0.008852,-0.008855,1293677260,1305156940,500,180.65,-0.00867
19850307,-0.006235,-0.006337,1285478950,1293677260,500,179.51,-0.006311
19850308,-0.002369,-0.002383,1282415400,1285478950,500,179.1,-0.002284
19850311,-0.001165,-0.001668,1280227820,1282415400,500,178.79,-0.001731
19850312,0.004842,0.004614,1286134730,1280227820,500,179.66,0.004866
19850313,-0.00843,-0.00851,1275905500,1286134730,500,178.19,-0.008182
19850314,-0.001764,-0.001806,1273621180,1275905500,500,177.84,-0.001964
19850315,-0.006094,-0.006149,1265791560,1273621180,500,176.53,-0.007366
19850318,0.000655,0.000478,1266397270,1265791560,500,176.88,0.001983
19850319,0.014995,0.014947,1285341310,1266397270,500,179.54,0.015038
19850320,-0.002215,-0.002227,1282778330,1285341310,500,179.08,-0.002562
19850321,0.001688,0.001673,1284959820,1282778330,500,179.35,0.001508
19850322,-0.001802,-0.001802,1282669650,1284959820,500,179.04,-0.001728
19850325,-0.005145,-0.006069,1275152590,1282669650,500,177.97,-0.005976
19850326,0.002739,0.002528,1278435040,1275152590,500,178.43,0.002585
19850327,0.006062,0.006037,1286153310,1278435040,500,179.54,0.006221
19850328,0.000123,5.4E-05,1281971440,1284946160,499,179.54,0
19850329,0.006229,0.005995,1289551970,1281971440,499,180.66,0.006238
19850401,0.003372,0.003324,1293853060,1289551970,499,181.27,0.003377
19850402,-0.004063,-0.004108,1288538520,1293853060,499,180.53,-0.004082
19850403,-0.0077,-0.007929,1278329690,1288538520,499,179.11,-0.007866
19850404,-0.000332,-0.000384,1277812780,1278329690,499,179.03,-0.000447
19850408,-0.00574,-0.005812,1270386580,1277812780,499,178.03,-0.005586
19850409,0.001399,0.001315,1272060610,1270386580,499,178.21,0.001011
19850410,0.006613,0.006601,1280514530,1272060610,499,179.42,0.00679
19850411,0.004333,0.004333,1287592000,1280514530,499,180.19,0.004292
19850412,0.001746,0.001746,1289866060,1287592000,500,180.54,0.001942
19850415,0.002358,0.002125,1292603760,1289866060,500,180.92,0.002105
19850416,0.00182,0.001792,1294949350,1292603760,500,181.2,0.001548
19850417,0.002477,0.002477,1298160820,1294949350,500,181.68,0.002649
19850418,-0.005096,-0.005101,1292073570,1298160820,500,180.84,-0.004624
19850419,0.002003,0.001953,1294597150,1292073570,500,181.11,0.001493
19850422,-0.002229,-0.002237,1291720680,1294597150,500,180.7,-0.002264
19850423,0.006702,0.006679,1300348790,1291720680,500,181.88,0.00653
19850424,0.002098,0.002032,1303396110,1300348790,500,182.26,0.002089
19850425,0.006298,0.006236,1311674580,1303396110,500,183.43,0.006419
19850426,-0.006668,-0.006773,1302801500,1311674580,500,182.18,-0.006815
19850429,-0.008322,-0.008563,1291644890,1302801500,500,180.63,-0.008508
19850430,-0.004586,-0.004931,1285298480,1291644890,500,179.83,-0.004429
19850501,-0.007626,-0.007862,1275198240,1285298480,500,178.37,-0.008119
19850502,0.003187,0.00295,1278339750,1274798620,499,179.01,0.003588
19850503,0.007089,0.006492,1285577510,1277260940,498,180.08,0.005977
19850506,0.000278,-0.000628,1284784510,1285577510,498,179.99,-0.0005
19850507,0.005004,0.004331,1290349000,1284784510,498,180.76,0.004278
19850508,-0.000322,-0.000323,1289932240,1290349000,498,180.62,-0.000775
19850509,0.007686,0.007439,1301648200,1289870510,497,181.92,0.007197
19850510,0.013436,0.013062,1318660760,1301648200,499,184.28,0.012973
19850513,0.001698,0.001284,1320395190,1318660760,499,184.61,0.001791
19850514,-0.003268,-0.003399,1315911980,1320395190,499,183.87,-0.004008
19850515,0.003594,0.003569,1320688910,1315911980,499,184.54,0.003644
19850516,0.006241,0.006035,1326536190,1318243950,498,185.66,0.006069
19850517,0.010134,0.01012,1339960080,1326536190,499,187.42,0.00948
19850520,0.012833,0.012384,1351437540,1339960080,499,189.72,0.012272
19850521,0.000667,0.000618,1352454640,1351437540,499,189.64,-0.000422
19850522,-0.005507,-0.005528,1345312950,1352454640,499,188.56,-0.005695
19850523,-0.005136,-0.005164,1339096410,1345312950,499,187.6,-0.005091
19850524,0.004182,0.003757,1343864950,1339096410,500,188.29,0.003678
19850528,-0.001443,-0.001692,1341559150,1343864950,500,187.86,-0.002284
19850529,-0.000888,-0.001046,1340391830,1341559150,500,187.68,-0.000958
19850530,0.000127,0.000104,1340899620,1340391830,500,187.75,0.000373
19850531,0.009473,0.00914,1353227680,1340899620,500,189.55,0.009587
19850603,2.7E-05,-0.000344,1352789830,1353227680,500,189.32,-0.001213
19850604,0.004241,0.003961,1358237490,1352789830,500,190.04,0.003803
19850605,0.000603,0.000603,1358941230,1358237490,500,190.16,0.000631
19850606,0.00478,0.004679,1365065950,1358941230,500,191.06,0.004733
19850607,-0.006948,-0.006953,1355705070,1365065950,500,189.68,-0.007223
19850610,-0.000536,-0.000917,1336101450,1337234430,499,189.51,-0.000896
19850611,-0.002462,-0.002767,1332032350,1336101450,499,189.04,-0.00248
19850612,-0.00732,-0.007327,1322282450,1332032350,499,187.61,-0.007565
19850613,-0.012116,-0.012134,1308237770,1322282450,499,185.33,-0.012153
19850614,0.009433,0.009338,1320734640,1308237770,500,187.1,0.009551
19850617,-0.00304,-0.003104,1316643980,1320734640,500,186.53,-0.003046
19850618,0.004244,0.00416,1322057030,1316643980,500,187.34,0.004342
19850619,-0.003371,-0.003371,1317706600,1322057030,500,186.63,-0.00379
19850620,0.000454,0.000447,1318735730,1317706600,500,186.73,0.000536
19850621,0.014403,0.014394,1337675630,1318735730,500,189.61,0.015423
19850624,-0.000447,-0.001445,1335755200,1337675630,500,189.15,-0.002426
19850625,0.002862,0.002777,1339593900,1335755200,500,189.74,0.003119
19850626,0.001696,0.001652,1341947270,1339593900,500,190.06,0.001687
19850627,0.006457,0.006406,1350650690,1341947270,500,191.23,0.006156
19850628,0.003124,0.002893,1354417850,1350650690,500,191.85,0.003242
19850701,0.003192,0.003166,1358763490,1354417850,500,192.43,0.003023
19850702,-0.002023,-0.002145,1355848610,1358763490,500,192.01,-0.002183
19850703,-0.002728,-0.002928,1351966670,1355848610,500,191.45,-0.002917
19850705,0.005624,0.005538,1359180000,1351966670,500,192.52,0.005589
19850708,-0.00272,-0.002769,1355415870,1359180000,500,191.93,-0.003065
19850709,-0.004431,-0.004536,1349268370,1355415870,500,191.05,-0.004585
19850710,0.006712,0.006712,1358324400,1349268370,500,192.37,0.006909
19850711,0.002816,0.002805,1362130890,1358324400,500,192.94,0.002963
19850712,0.001956,0.001956,1364794840,1362130890,500,193.29,0.001814
19850715,-0.002858,-0.00299,1360714630,1364794840,500,192.72,-0.002949
19850716,0.01072,0.010606,1375154020,1360714630,500,194.72,0.010378
19850717,0.004173,0.004159,1378603280,1372893440,499,195.65,0.004776
19850718,-0.005715,-0.005715,1370724800,1378603280,499,194.38,-0.006491
19850719,0.003263,0.003213,1375081230,1370724800,499,195.13,0.003858
19850722,-0.003718,-0.003724,1369959970,1375081230,499,194.35,-0.003997
19850723,-0.009019,-0.009055,1357563200,1369959970,499,192.55,-0.009262
19850724,-0.005494,-0.005494,1350105120,1357563200,499,191.58,-0.005038
19850725,0.001973,0.001929,1355613170,1350105120,499,192.06,0.002505
19850726,0.002467,0.002313,1358752680,1355613170,500,192.4,0.00177
19850729,-0.014404,-0.014577,1338397370,1358752680,500,189.6,-0.014553
19850730,0.001974,0.001554,1340500390,1338397370,500,189.93,0.001741
19850731,0.005259,0.005088,1347352940,1340500390,500,190.92,0.005212
19850801,0.006774,0.006473,1355133030,1346436110,499,192.11,0.006233
19850802,-0.003184,-0.003262,1350847760,1355133030,500,191.48,-0.003279
19850805,-0.004055,-0.004803,1344366950,1350847760,500,190.62,-0.004491
19850806,-0.013383,-0.013515,1326197340,1344366950,500,187.93,-0.014112
19850807,-0.001014,-0.00159,1324090450,1326197340,500,187.68,-0.00133
19850808,0.007473,0.00691,1332566910,1324090450,500,188.95,0.006767
19850809,-0.002787,-0.00337,1328076700,1332566910,500,188.32,-0.003334
19850812,-0.003145,-0.00355,1323361770,1328076700,500,187.63,-0.003664
19850813,-0.002037,-0.002169,1320343260,1323361770,500,187.3,-0.001759
19850814,0.000987,0.000878,1321502910,1320343260,500,187.41,0.000587
19850815,-0.001165,-0.001249,1319864430,1321502910,500,187.26,-0.0008
19850816,-0.005325,-0.005447,1312656080,1319864430,500,186.1,-0.006195
19850819,0.001823,0.001419,1314518990,1312656080,500,186.38,0.001505
19850820,0.008861,0.008855,1326159120,1314518990,500,188.08,0.009121
19850821,0.005391,0.005367,1333287910,1326159120,500,189.16,0.005742
19850822,-0.009307,-0.009351,1320828920,1333287910,500,187.36,-0.009516
19850823,-0.001406,-0.001411,1319090480,1320828920,500,187.17,-0.001014
19850826,0.001754,0.001297,1320816590,1319090480,500,187.31,0.000748
19850827,0.004329,0.003979,1326195630,1320816590,500,188.1,0.004218
19850828,0.003672,0.003634,1331143980,1326195630,500,188.83,0.003881
19850829,0.000785,0.000751,1331998850,1331143980,500,188.93,0.00053
19850830,-0.001303,-0.00157,1329905880,1331998850,500,188.63,-0.001588
19850903,-0.003443,-0.003662,1323298260,1328058830,499,187.91,-0.003817
19850904,-0.003191,-0.003268,1317759620,1323298260,499,187.37,-0.002874
19850905,8E-06,-5.8E-05,1318316660,1317759620,499,187.27,-0.000534
19850906,0.005216,0.005176,1324756020,1318316660,500,188.24,0.00518
19850909,0.000527,0.00022,1325460240,1324756020,500,188.25,5.3E-05
19850910,-0.007175,-0.00757,1310600990,1320611510,499,186.9,-0.007171
19850911,-0.009933,-0.00995,1297637980,1310600990,499,185.03,-0.010005
19850912,-0.007436,-0.007461,1289506100,1297637980,499,183.69,-0.007242
19850913,-0.004613,-0.004629,1284101180,1289506100,500,182.91,-0.004246
19850916,0.000212,0.000141,1284620800,1284101180,500,182.88,-0.000164
19850917,-0.00794,-0.008104,1274219510,1284620800,500,181.36,-0.008311
19850918,0.002273,0.002226,1277057510,1274219510,500,181.71,0.00193
19850919,0.008969,0.008965,1283731890,1272356160,499,183.39,0.009246
19850920,-0.007085,-0.00711,1274631280,1283731890,499,182.05,-0.007307
19850923,0.011899,0.011811,1289743340,1274631280,499,184.3,0.012359
19850924,-0.007986,-0.009076,1277728500,1289743340,499,182.62,-0.009116
19850925,-0.011029,-0.011047,1263352730,1276970460,498,180.66,-0.010733
19850926,0.003442,0.003388,1271939470,1263352730,498,181.29,0.003487
19850930,0.003983,0.003694,1276501990,1271939470,500,182.08,0.004358
19851001,0.016723,0.016576,1297724000,1276501990,500,185.07,0.016421
19851002,-0.00535,-0.005367,1291001870,1297724000,500,184.06,-0.005457
19851003,0.001439,0.001437,1292860680,1291001870,500,184.36,0.00163
19851004,-0.006026,-0.006475,1284094970,1292457140,499,183.22,-0.006184
19851007,-0.006978,-0.007079,1274982520,1284094970,499,181.87,-0.007368
19851008,7.9E-05,9E-06,1274871910,1274982520,499,181.87,0
19851009,0.003771,0.003771,1279538180,1274871910,499,182.52,0.003574
19851010,0.001453,0.001447,1281857410,1279538180,499,182.78,0.001425
19851011,0.008461,0.008322,1292524680,1281857410,500,184.28,0.008207
19851014,0.011366,0.011366,1307233420,1292524680,500,186.37,0.011341
19851015,-0.001618,-0.001631,1305101850,1307233420,500,186.08,-0.001556
19851016,0.01005,0.00994,1318074630,1305101850,500,187.98,0.010211
19851017,-0.001378,-0.001378,1316172850,1318074630,500,187.66,-0.001702
19851018,-0.003338,-0.003362,1311747430,1316172850,500,187.04,-0.003304
19851021,-0.000234,-0.000285,1311387390,1311747430,500,186.96,-0.000428
19851022,0.005655,0.00564,1318793040,1311387390,500,188.04,0.005777
19851023,0.00529,0.00529,1325771440,1318793040,500,189.09,0.005584
19851024,-0.003062,-0.003062,1324030250,1325771440,500,188.5,-0.00312
19851025,-0.005378,-0.005504,1316738210,1324030250,500,187.52,-0.005199
19851028,0.002059,0.00169,1319080670,1316738210,500,187.76,0.00128
19851029,0.008115,0.007612,1329131050,1319080670,500,189.23,0.007829
19851030,0.004557,0.004557,1335114740,1329131050,500,190.07,0.004439
19851031,-0.001082,-0.001314,1333602110,1335114740,500,189.82,-0.001315
19851101,0.008842,0.008747,1345269620,1333602110,500,191.53,0.009009
19851104,-0.000626,-0.001258,1337963120,1339647840,499,191.25,-0.001462
19851105,0.006748,0.006013,1346078660,1337963120,499,192.37,0.005856
19851106,0.002795,0.001985,1348750850,1346078660,499,192.76,0.002027
19851107,-0.000222,-0.000595,1349178600,1348750850,499,192.62,-0.000726
19851108,0.006915,0.006445,1357901100,1349178600,500,193.72,0.005711
19851111,0.018091,0.018091,1382257620,1357638320,499,197.29,0.018429
19851112,0.004289,0.004135,1387937740,1382257620,499,198.08,0.004004
19851113,-0.004904,-0.004984,1381021550,1387937740,499,197.1,-0.004947
19851114,0.009908,0.009815,1395431320,1381021550,499,199.06,0.009944
19851115,-0.0048,-0.004872,1388583790,1395431320,500,198.11,-0.004772
19851118,0.003538,0.003027,1392787250,1388583790,500,198.71,0.003029
19851119,-0.000276,-0.000298,1392222070,1392787250,500,198.67,-0.000201
19851120,0.001647,0.001618,1394496520,1392222070,500,198.99,0.001611
19851121,0.01209,0.012033,1404810300,1394496520,500,201.41,0.012161
19851122,0.000843,0.000464,1405601700,1404810300,500,201.52,0.000546
19851125,-0.005284,-0.005692,1397561310,1405601700,500,200.35,-0.005806
19851126,0.001573,0.001539,1399186370,1397561310,500,200.67,0.001597
19851127,0.009662,0.009604,1412368780,1399186370,500,202.54,0.009319
19851129,-0.000892,-0.000985,1410949630,1412368780,500,202.17,-0.001827
19851202,-0.008986,-0.009494,1397554430,1410949630,500,200.46,-0.008458
19851203,0.002497,0.002424,1401642870,1397554430,500,200.86,0.001995
19851204,0.016898,0.016843,1425569140,1401642870,500,204.23,0.016778
19851205,-0.00188,-0.001903,1422855680,1425569140,500,203.88,-0.001714
19851206,-0.004178,-0.004185,1415164480,1421083390,499,202.99,-0.004365
19851209,0.007192,0.006836,1425216550,1415164480,499,204.25,0.006207
19851210,0.000981,0.000661,1426255400,1425216550,499,204.39,0.000685
19851211,0.009735,0.009718,1440573740,1426255400,499,206.31,0.009394
19851212,0.002082,0.002042,1444109780,1440573740,499,206.73,0.002036
19851213,0.015499,0.015472,1466423580,1444109780,500,209.94,0.015528
19851216,0.00976,0.00971,1480678500,1466423580,500,212.02,0.009908
19851217,-0.006252,-0.006401,1471659650,1480678500,500,210.65,-0.006462
19851218,-0.004237,-0.004245,1465963720,1471659650,500,209.81,-0.003988
19851219,0.00097,0.000963,1471641540,1465963720,500,210.02,0.001001
19851220,0.00428,0.004255,1477943630,1471641540,500,210.94,0.004381
19851223,-0.011047,-0.011105,1462609150,1477943630,500,208.57,-0.011235
19851224,-0.005928,-0.006822,1452004320,1462609150,500,207.14,-0.006856
19851226,0.002377,0.002296,1455461850,1452004320,500,207.65,0.002462
19851227,0.009757,0.009535,1469764490,1455461850,500,209.61,0.009439
19851230,0.005235,0.00523,1477585900,1469764490,500,210.68,0.005105
19851231,0.002843,0.002823,1480667030,1477585900,500,211.28,0.002848
19860102,-0.008127,-0.008139,1467297210,1480667030,500,209.59,-0.007999
19860103,0.006174,0.006142,1476309060,1467297210,500,210.88,0.006155
19860106,-0.000388,-0.000796,1471687540,1472859790,499,210.65,-0.001091
